Utterance_Das,Original_Label,DeepSeek
"Oh my God, look-look he's taking off her clothes! (Statement Non Opinion) ",sadness,surprise
He's taking off her coat! (Statement Non Opinion) ,disgust,neutral
"Oh, this is just terrible. (Statement Non Opinion) ",disgust,sadness
Ross! Wait! (Others) ,sadness,fear
"Elizabeth, thank God! I was just thinking about (Acknowledge) ",joy,joy
You suck!! (Others) ,anger,anger
What?! (Question) ,anger,surprise
"Okay, break-up's still on! (Answer) ",anger,anger
Hey. (Greeting) ,neutral,neutral
Hey. (Greeting) ,neutral,neutral
"Look, I understand if you came by to hit me, I deserve it. (Statement Non Opinion) ",sadness,sadness
"No, I don't want to hit you. (Disagreement) ",neutral,neutral
Oh what then? Kick me? (Question) ,anger,anger
No. (Answer) ,neutral,neutral
"My son? Pretty serious. Oh hey Katie! What uh, what are you doing here? (Question) ",surprise,surprise
"Well, the delivery went out to you and I realized they forgot this. (Statement Non Opinion) ",neutral,neutral
"Ah, must've been fairly obvious since it was the only thing left in your store. (Statement Non Opinion) ",neutral,neutral
"Listen, to be honest, home deliveries are really a part of my job description. (Statement Non Opinion) ",neutral,neutral
Oh. (Backchannel) ,neutral,surprise
Oh uh...I actually came here to ask you out. (Backchannel) ,fear,neutral
"Oh! Wow! Uh, yeah! That sounds great. I'm just gonna put this back in my pocket, pretend (Agreement) ",joy,joy
Sure! (Agreement) ,joy,joy
Horny bitch. No! You're a horny bitch! Noooo! You're the horny bitch! No! You're a horny bitch! (Statement Non Opinion) ,anger,anger
Chandler!! You have the best taste in men! (Statement Non Opinion) ,joy,joy
"Well, like father, like son. (Statement Non Opinion) ",neutral,neutral
Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious. (Statement Non Opinion) ,joy,joy
Really?! I-I thought you weren't looking for something serious? I thought you were looking for some kind of a fling. (Question) ,surprise,surprise
"Well, y'know, possibly. You didn't tell him that, though? Right? (Statement Non Opinion) ",fear,neutral
"Ummmmmmmm, no. (Disagreement) ",neutral,neutral
You told this guy that I was looking for a fling?! You don't tell the guy that! (Statement Non Opinion) ,anger,anger
"Oh, between you telling him that I wanted to have a fling and me putting out on the first date--oh, he's so gonna get the wrong idea. (Statement Opinion) ",sadness,sadness
"Alright, so I'm back in high school, I'm standing in the middle of the cafeteria, and I realize I am totally naked. (Agreement) ",neutral,fear
"Oh, yeah. Had that dream. (Agreement) ",neutral,neutral
"Then I look down, and I realize there's a phone... there. (Statement Non Opinion) ",surprise,surprise
Instead of...? (Question) ,surprise,surprise
That's right. (Answer) ,neutral,neutral
Never had that dream. (Statement Non Opinion) ,neutral,neutral
No. (Disagreement) ,neutral,disgust
"All of a sudden, the phone starts to ring. (Statement Non Opinion) ",neutral,fear
Honey! Dinner's ready! (Statement Non Opinion) ,joy,joy
What's my little chef got for me tonight? (Question) ,joy,joy
Your favorite! (Answer) ,joy,joy
"Ho-ho-ho, fried stuff with cheese! (Statement Non Opinion) ",joy,joy
Yep! And lot's of it! (Statement Non Opinion) ,joy,joy
Thanks sweetheart. Give me a little sugar here. Okay. (Command) ,joy,joy
"Okay, in we go. (Statement Non Opinion) ",joy,neutral
Here we go! Here we go! Here we go! How you doin'? (Question) ,joy,joy
"Something went wrong with Underdog, and they couldn't get his head to inflate. (Statement Non Opinion) ",neutral,neutral
"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is. (Statement Non Opinion) ",joy,disgust
"Um, I've got something in my eye, uh, Joey, could we check it in the light, please? (Command) ",neutral,neutral
Oh my god. (Others) ,surprise,surprise
What? (Question) ,surprise,neutral
Hello! Were we at the same table? It's like... cocktails in Appalachia. (Greeting) ,anger,anger
"Come on, they're close. (Command) ",neutral,neutral
Close? She's got her tongue in his ear. (Statement Non Opinion) ,disgust,disgust
"Oh, like you've never gotten a little rambunctious with Ross. (Statement Non Opinion) ",neutral,neutral
"Joey, this is sick, it's disgusting, it's, it's--not really true, is it? (Question) ",disgust,disgust
"Well, who's to say what's true? I mean... (Question) ",neutral,neutral
"Oh my god, what were you thinking? (Question) ",disgust,anger
"All right, look, I'm not proud of this, ok? Well, maybe I am a little. (Statement Non Opinion) ",neutral,joy
Oh! (Backchannel) ,surprise,surprise
Ow! (Backchannel) ,surprise,neutral
I'm outta here. (Statement Non Opinion) ,disgust,anger
"Wait, wait, wait. You want him, I want her. He likes you. (Statement Non Opinion) ",neutral,neutral
Really? (Question) ,surprise,surprise
"Yeah. I'm thinking, if we put our heads together, between the two of us, we can break them up. (Answer) ",neutral,neutral
Hello! One marriage please! (Greeting) ,joy,joy
"Yep, we wanna get married! (Agreement) ",joy,joy
All right. (Agreement) ,neutral,neutral
Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum! (Others) ,joy,joy
What are you doing? (Question) ,neutral,surprise
"Oh, that's (Statement Non Opinion) ",neutral,neutral
"No, only because that's the graduation song. (Disagreement) ",neutral,anger
Okay! This is it! We're gonna get married! (Agreement) ,joy,joy
Are you sure you wanna do this? (Question) ,neutral,sadness
"Well, hello, Mrs. Ross! (Greeting) ",joy,joy
"Well, hello, Mr. Rachel! (Greeting) ",joy,joy
Wait! Okay! (Others) ,neutral,surprise
Would you ever be a surrogate for anyone? (Question) ,neutral,neutral
It depends on who asked. (Answer) ,neutral,neutral
What if I asked? (Question) ,neutral,neutral
"Oh, Mon, sure. (Answer) ",neutral,joy
Really? (Question) ,surprise,surprise
Yes. You're not asking are you? (Question) ,surprise,surprise
No. (Answer) ,neutral,neutral
Yes! Totally! (Agreement) ,joy,joy
Oh! Thank you! Thank you! Thank you! Yes! Thank you! (Acknowledge) ,joy,joy
"You...are...not going to believe it! Joshua came into work today, and guess what happened? (Statement Non Opinion) ",joy,surprise
He asked you out?! (Question) ,surprise,surprise
No. But I was showing him some cufflinks and I felt his pulse. (Answer) ,joy,neutral
Saucy! (Others) ,joy,joy
What are these? (Question) ,neutral,neutral
Electrical plans for the building. (Answer) ,neutral,neutral
"Okay, okay, okay should I be scared? (Question) ",fear,fear
"I know that switch does something, okay? (Answer) ",neutral,neutral
So-so I went down to city hall and got these. (Statement Non Opinion) ,neutral,neutral
All I had to do was pay $25 and wait in line for three hours. (Statement Non Opinion) ,sadness,neutral
Wow! If only more people knew. (Statement Non Opinion) ,surprise,joy
Uh-oh-okay. Uh-oh-okay. I know what you all are thinking. But Chandler is in (Statement Non Opinion) ,neutral,fear
Yeah! No that's what I was thinking. (Statement Non Opinion) ,neutral,joy
"So I'm asking you please, take a moment before you judge me. (Command) ",neutral,sadness
"Oh, nobody's judging you. (Statement Non Opinion) ",neutral,neutral
"Oh! Okay! You, Mister Right Place at the Right Time, call me! (Agreement) ",joy,joy
Oh man! (Greeting) ,surprise,joy
I want that place so much!! (Statement Non Opinion) ,joy,joy
I was so sure that was gonna work! (Statement Opinion) ,sadness,sadness
There's twelve bucks I'll never see again! (Statement Non Opinion) ,disgust,sadness
"All right honey, we'd better go if we wanna catch that movie. (Statement Non Opinion) ",neutral,neutral
Bye! (Greeting) ,neutral,neutral
Bye! (Greeting) ,neutral,neutral
Bye Chandler! I miss you already. (Greeting) ,sadness,joy
"Okay, did you see that?! With the inappropriate and the pinching!! (Question) ",disgust,disgust
"Actually, I did! (Answer) ",surprise,surprise
"Okay, so now do you believe that she's attracted to me? (Question) ",neutral,neutral
"Ohhh, oh my God! Oh my God! She knows about us! (Answer) ",surprise,surprise
Are you serious? (Question) ,surprise,surprise
Phoebe knows and she's just trying to freak us out! That's the only explanation for it! (Statement Non Opinion) ,anger,anger
Okay but what about y'know my pinchable butt and my bulging biceps--She knows! (Statement Non Opinion) ,anger,anger
"Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out. (Statement Non Opinion) ",fear,fear
"All right, I'm coming out. Hey, can you turn the lights off. (Command) ",neutral,neutral
"No, let's just leave the lights on. (Disagreement) ",neutral,anger
Oh my God! (Others) ,surprise,surprise
"You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go? (Question) ",anger,anger
Oh fine. (Answer) ,neutral,neutral
Ready? Wrestle! (Statement Non Opinion) ,joy,joy
"Okay, y'know what uh, actually, that's great. That helps a lot. Thanks. (Statement Opinion) ",neutral,joy
"All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area. (Statement Non Opinion) ",neutral,neutral
"Can we please focus here, a naked man's life hangs in the balance! (Statement Non Opinion) ",fear,anger
I'm telling you he's dead. What we are about to have here is a dead fat guy on a stick. (Statement Non Opinion) ,anger,disgust
"All right, ladies and gentlemen, let's poke. (Command) ",neutral,joy
Steady. (Statement Non Opinion) ,neutral,neutral
Steady. (Statement Non Opinion) ,neutral,neutral
"Okay, a little higher. (Statement Non Opinion) ",neutral,neutral
Careful of the angle. (Statement Non Opinion) ,neutral,neutral
"Okay, okay, we're approaching the window Thread the needle. (Statement Non Opinion) ",neutral,neutral
Thread the needle. (Command) ,neutral,neutral
He's alive! He's a-live!!! (Statement Non Opinion) ,joy,joy
"And yet, we're still poking him. (Statement Non Opinion) ",disgust,neutral
"Okay, retract the device, retract the device. (Statement Non Opinion) ",neutral,neutral
He does not look happy. (Statement Opinion) ,anger,sadness
"Hey-hey, now he's showing us his poking device. (Statement Non Opinion) ",surprise,surprise
"Hey, that's never gonna make it all the way over here, buddy! (Statement Opinion) ",anger,anger
"Well they have uh, some unusual pet names for each other. (Statement Non Opinion) ",sadness,neutral
"Including umm, evil bitch and uh, sick bastard. (Statement Non Opinion) ",disgust,neutral
Oh God oh! (Others) ,surprise,surprise
Contraction! (Statement Non Opinion) ,surprise,neutral
Are you looking at her?! (Question) ,anger,anger
No! (Answer) ,anger,anger
Don't you look at her you sick bastard! (Command) ,anger,anger
Honey I swear! I wasn't looking at her! (Disagreement) ,fear,fear
She's in labor! You like that you sick son of a bitch! (Statement Non Opinion) ,anger,anger
"Umm. Umm, I'm-I'm just gonna-- (Statement Non Opinion) ",neutral,fear
See? See? It was because you were looking fat pervert! (Statement Opinion) ,anger,anger
"No-no, I'm...I'm sure no one was looking. Just want some privacy. (Disagreement) ",neutral,fear
You miss your girlfriend? (Question) ,neutral,anger
Just ignore them. (Answer) ,neutral,neutral
Ross. (Greeting) ,neutral,neutral
What? What? (Question) ,fear,surprise
He's looking at me. (Statement Non Opinion) ,neutral,fear
Hey! You wanna live to see your baby?! (Question) ,anger,anger
Don't you talk to my husband like that you stupid bastard! (Statement Non Opinion) ,anger,anger
Pat Sajak? (Question) ,neutral,surprise
Yep! (Answer) ,joy,joy
Alex Trebek? (Question) ,neutral,surprise
"Oh, of course! (Agreement) ",joy,joy
Chuck Woolery? (Question) ,neutral,surprise
"Definitely! Phoebe, you will not find a single game show host, who's ass I cannot kick. (Agreement) ",joy,joy
Say it! (Others) ,joy,neutral
Say we are unagi! (Statement Non Opinion) ,joy,neutral
It's not something you are! It's something you have! (Statement Non Opinion) ,anger,anger
Say it! (Others) ,joy,neutral
"Y'know what? I can easily get out of this, but there is a chance you can get very, very hurt! (Statement Non Opinion) ",anger,fear
"Hey, Rach, can I borrow your eyelash curler, I think I lost mine. (Question) ",neutral,neutral
"Yeah, it's in there. (Answer) ",neutral,neutral
Oh! Ohh! Oh!! (Backchannel) ,surprise,surprise
"Joey, can I talk to you for a second? (Question) ",neutral,neutral
Oohh!! Ohh! Oh-oh-oh! Oh-oh!! (Backchannel) ,surprise,surprise
oooooooooooooohhhhhhhhhhh (Backchannel) ,surprise,surprise
Yes. Yes. (Agreement) ,neutral,neutral
You?! And-and you?! (Question) ,surprise,surprise
"Yes, but you cannot tell anyone! No one knows! (Answer) ",joy,fear
How?! When?! (Question) ,surprise,surprise
It happened in London. (Answer) ,neutral,neutral
IN LONDON!!! (Question) ,surprise,surprise
The reason we didn't tell anyone was because we didn't want to make a big deal out of it. (Answer) ,neutral,neutral
But it is a big deal!! I have to tell someone! (Statement Non Opinion) ,surprise,anger
No-no-no-no-no! You can't! (Disagreement) ,fear,fear
"Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell. (Command) ",fear,fear
"All right! Man, this is unbelievable! I mean, it's (Others) ",surprise,joy
"I know, it's great! (Agreement) ",joy,joy
"Aww, I don't want to see that! (Statement Non Opinion) ",disgust,disgust
We're so stupid! Do you know what's going on in there? They're trying to take Joey! (Question) ,sadness,anger
"And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb. (Statement Non Opinion) ",neutral,neutral
"Mrs., Mrs. Gobb? (Question) ",neutral,surprise
"No Cobb, as in cobb salad. (Answer) ",neutral,neutral
"Now, what exactly is in a cobb salad? (Question) ",neutral,neutral
What're we gonna do? What're we gonna do? (Question) ,fear,fear
"Uh, uh, we'll flip for it. Ducks or clowns. (Answer) ",neutral,neutral
"Oh, we're gonna flip for the baby? (Question) ",surprise,surprise
You got a better idea? (Question) ,neutral,anger
"All right, call it in the air. (Answer) ",neutral,neutral
Heads. (Others) ,neutral,neutral
Heads it is. (Others) ,neutral,neutral
Yes! Whew! (Agreement) ,joy,joy
We have to assign heads to something. (Statement Non Opinion) ,neutral,neutral
"Right. Ok, ok, uh, ducks is heads, because ducks have heads. (Agreement) ",neutral,neutral
What kind of scary-ass clowns came to your birthday? (Question) ,anger,disgust
"Okay, some tricks of the trade. (Statement Non Opinion) ",neutral,neutral
"Now, I've never been able to cry as an actor, so if I'm in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling. (Statement Non Opinion) ",neutral,neutral
"Or ah, or, let's say I wanna convey that I've just done something evil. (Statement Non Opinion) ",neutral,neutral
"That would be the basic 'I have a fishhook in my eyebrow and I like it' Okay, let's say I've just gotten bad news, well all I do there is try and divide 232 by 13. (Statement Non Opinion) ",neutral,neutral
And that's how it's done. (Statement Non Opinion) ,neutral,neutral
"Great soap opera acting tonight everybody, class dismissed. (Others) ",joy,joy
"Hey, Mr. Trib. (Greeting) ",neutral,neutral
Hey-hey. (Greeting) ,joy,neutral
Then I'm gonna have to ask you to keep it down. (Statement Non Opinion) ,neutral,neutral
Who are you? (Question) ,surprise,anger
"Hi, I'm Eric, I'm gonna be Chandler's new roommate. (Answer) ",neutral,joy
I'm Chandler's new roommate. (Answer) ,surprise,neutral
I-I-I don't think so. (Disagreement) ,surprise,fear
I could be Chandler's new roommate. (Statement Non Opinion) ,surprise,neutral
"But, he told me over the phone. (Statement Non Opinion) ",surprise,neutral
He told me in person. (Statement Non Opinion) ,neutral,neutral
That's weird. (Statement Non Opinion) ,surprise,surprise
"Well, I'm going to go into my new apartment now. Ehh! (Statement Non Opinion) ",joy,disgust
Hey! Look who I found! (Statement Non Opinion) ,surprise,joy
"Oh, hey guys! (Greeting) ",joy,joy
"Y'know, birds have a very good sense of direction, and I thought maybe they could help us find where the presents are hidden. (Statement Opinion) ",neutral,neutral
"Yes, if the presents are hidden south for the winter. (Agreement) ",neutral,joy
Or we could just follow your clever jokes – any ideas? (Question) ,neutral,neutral
Didn't think so! (Answer) ,neutral,neutral
"Okay, c'mon guys, show us where the presents are! (Others) ",neutral,neutral
"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica that's as good as garbage? (Acknowledge) ",anger,surprise
"Hmm, how about my azzz? (Question) ",neutral,disgust
"Hey, this is hollow. (Answer) ",neutral,surprise
What? (Question) ,surprise,surprise
"This bench, it's hollow! I can't believe I never knew that! Oh, the presents!!! (Answer) ",surprise,joy
"No, don't look directly at them! (Disagreement) ",fear,fear
What? (Question) ,surprise,surprise
"Alright, no, we could look at them! (Answer) ",neutral,neutral
I (Others) ,neutral,neutral
"Hi! I'm so glad you're here, but it's gonna be a while. I-I wished you'd called first. (Statement Non Opinion) ",joy,joy
"Oh that's all right, I'm coming back later with your father. (Agreement) ",neutral,neutral
Oh good. (Others) ,joy,joy
I actually needed to talk to you before the birth. (Statement Non Opinion) ,neutral,neutral
"Okay, what's up? (Question) ",neutral,neutral
"I brought something that I want to give you, assuming of course that you want it. (Acknowledge) ",neutral,neutral
"Ma, you're asking me to marry you? (Question) ",surprise,surprise
"This is your grandmother's engagement ring, I want you to give it to Rachel. (Answer) ",joy,neutral
"Mom no, come on! Thank you. (Command) ",surprise,anger
Just hear me out! (Statement Non Opinion) ,fear,anger
"Maybe this would've happened if I'd been more nurturing, or I'd paid more attention, or I... had a uterus. (Statement Non Opinion) ",sadness,sadness
I can't believe this! (Statement Non Opinion) ,sadness,anger
"I know no, no, y'know you don't deserve this, you don't Ross. (Agreement) ",sadness,sadness
"You're, you're really, you're so good. (Statement Non Opinion) ",sadness,joy
Thanks. (Acknowledge) ,sadness,neutral
And you're so sweet. And you're kind (Acknowledge) ,neutral,joy
Thanks. (Acknowledge) ,sadness,neutral
"Wait, wait, wait, wait, wait. (Command) ",surprise,surprise
"Okay, it's okay. (Agreement) ",neutral,neutral
"Wait, wait, wait. (Command) ",joy,surprise
My foot is stuck in the pocket. (Statement Non Opinion) ,sadness,fear
What? (Question) ,surprise,surprise
"No, I can't get it out. (Answer) ",sadness,fear
Rachel? (Question) ,neutral,neutral
Yeah. Hi Mark! (Answer) ,surprise,joy
"Hi. I just talked to Joanna, and she loves you. You got it, you got the job. (Statement Non Opinion) ",joy,joy
"Oh, I did! (Statement Non Opinion) ",surprise,surprise
Yes. (Agreement) ,joy,neutral
Oh my God!! (Others) ,surprise,joy
Congratulations...oh..wow (Acknowledge) ,joy,joy
I can't believe I did this! What an idiot! (Statement Non Opinion) ,anger,anger
"Oh, stop beating yourself up! (Command) ",sadness,neutral
People make mistakes! (Others) ,neutral,neutral
These things happen! (Statement Non Opinion) ,neutral,neutral
There aren't any message you've forgotten to give me are there? (Question) ,neutral,fear
Apparently you're not very good at it! (Answer) ,anger,anger
I (Others) ,neutral,neutral
Philadelphia. (Others) ,neutral,neutral
"Oh my God! So was she! Oh, I've got-I've got goose bumps. (Others) ",surprise,surprise
Really? (Question) ,surprise,surprise
"Well, y'know I'm wearing layers and it's warm. (Answer) ",neutral,neutral
Yeah. (Statement Non Opinion) ,joy,neutral
"But if--no look, okay. These jerks might not care about you, but the universe does! And that says a lot! (Statement Non Opinion) ",sadness,anger
Did you hear that?! (Question) ,neutral,surprise
I don't need you guys to care about me! (Answer) ,anger,anger
Because the universe cares! (Statement Opinion) ,joy,joy
The whole universe! (Statement Opinion) ,joy,joy
I really wished they'd care just a little bit though. (Statement Non Opinion) ,sadness,sadness
"I like this one. It seems to say, ""I love you and that's why I have to kill you."" (Statement Non Opinion) ",joy,joy
"They can't all be bad. Find the one where you make your bedroom eyes. Ohh, there it is. (Statement Opinion) ",joy,joy
Oh my God! Those are my bedroom eyes?! Why did you ever sleep with me? (Question) ,surprise,surprise
Do you really want to pull at that thread? (Question) ,surprise,neutral
I'm having a really good time! (Statement Non Opinion) ,joy,joy
Me too! I'm sorry that guy in the subway licked your neck. (Apology) ,sadness,sadness
"Ohh. No that's okay, he's a friend. (Acknowledge) ",neutral,neutral
"Hey uh, I don't mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go? (Statement Non Opinion) ",fear,neutral
"Yeah, I... Well y'know I-I mean I missed the-the semi-finals, so I'd just be lost. (Agreement) ",sadness,neutral
"I know it's really lame, but I got these tickets from my boss and--Oh no! No! No! My God! (Acknowledge) ",surprise,fear
"Okay, don't freak out. I'll go. (Command) ",neutral,neutral
"No it's... Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy! (Statement Non Opinion) ",anger,anger
"Okay, I know. Hold on. Hey Ross? (Agreement) ",neutral,neutral
Yeah? (Agreement) ,neutral,neutral
"Yeah, umm that's Whitney , Kyle's ex-wife out there, now do you think that you can y'know divert her so that we can slip out? (Agreement) ",neutral,neutral
What?! No! (Question) ,surprise,anger
Well okay but I have two tickets to the ballroom dance finals. (Answer) ,neutral,neutral
"Look, I don't think so Pheebs. All right, I'll do it. But just because you're a friend. (Statement Opinion) ",neutral,neutral
"Well, I-I-I'm done with this. You want anything Ross? Sports? International? Apartment listings? (Question) ",neutral,neutral
I'll take sports. (Answer) ,neutral,neutral
Mine! (Others) ,neutral,joy
"All right. Uhh, international. (Agreement) ",neutral,neutral
"Okay, look, I-I know what you guys are going to say (Statement Non Opinion) ",neutral,neutral
You two will have very hairy children. (Statement Non Opinion) ,disgust,joy
"Okay, I didn't know you would say that. (Disagreement) ",surprise,surprise
Ross! Janice?! (Greeting) ,anger,anger
"All right, hold on! (Agreement) ",neutral,neutral
Hold on. (Command) ,neutral,neutral
Hold on. (Command) ,neutral,neutral
"This is Ross, okay? (Greeting) ",neutral,neutral
He's our friend. (Statement Non Opinion) ,neutral,neutral
He obviously went crazy. (Statement Non Opinion) ,anger,anger
He obviously lost his mind. (Statement Non Opinion) ,anger,anger
So are you actually gonna see her again? (Question) ,neutral,neutral
Phoebe! Don't put ideas in his head! (Command) ,anger,anger
Damnit Phoebe!! (Others) ,anger,anger
"Hey, don't we have to... (Statement Non Opinion) ",neutral,neutral
"Yeah, we got, um-hmm. (Statement Non Opinion) ",neutral,neutral
"Umm, I think you're really, really great... (Statement Opinion) ",joy,joy
Oh God! (Others) ,sadness,surprise
Here we go again. (Statement Non Opinion) ,sadness,sadness
Why does this keep happening to me? (Question) ,anger,sadness
Is it something I'm putting out there? (Question) ,sadness,sadness
Is this my fault? (Question) ,sadness,sadness
Or am I just nuts? (Question) ,sadness,sadness
"I-I-I-I-I don't know, I don't know what to say. (Answer) ",surprise,sadness
"Hey buddy, this is a family place, put the mouse back in the house. (Statement Non Opinion) ",disgust,anger
Wait! (Command) ,sadness,anger
Terry! (Greeting) ,sadness,joy
Please! (Command) ,sadness,anger
"Look, I just lost my other job. (Statement Non Opinion) ",sadness,sadness
Okay? (Agreement) ,neutral,neutral
You have no idea how much I need this. (Statement Non Opinion) ,sadness,sadness
"Please, help me out, for old times sake. (Others) ",sadness,sadness
This poor guy's been in a coma for five years. It's hopeless. (Statement Non Opinion) ,sadness,sadness
"It's not hopeless! Dr. Stryker Ramoray's a miracle worker. Look, here he comes. (Disagreement) ",joy,surprise
"Good morning. Drake, it's your brother Stryker. Can you hear me? (Greeting) ",neutral,neutral
I'm back baby! Ha-ha-ha! (Statement Non Opinion) ,joy,joy
That kid really kicked me hard on the plane. (Statement Non Opinion) ,anger,anger
Well you did pull his hair. (Statement Non Opinion) ,neutral,neutral
He took my snack! (Statement Non Opinion) ,anger,anger
I'm not getting into this again! (Statement Non Opinion) ,anger,anger
"Okay! Oh God, y'know what? It's really bad. (Statement Opinion) ",sadness,sadness
"Well, I told you not to walk. Here. There. Okay. (Statement Non Opinion) ",anger,neutral
"This doesn't mean anything, does it? (Question) ",fear,sadness
Of course! Only an idiot would wear this stuff if you didn't have the car! Right? (Answer) ,anger,joy
That is true. (Agreement) ,neutral,neutral
"Yeah, but only a genius would swallow a sonic blaster gun. (Agreement) ",neutral,joy
"Oh, I've been there. Yeah, I am gonna go drive my Porsche. (Statement Non Opinion) ",neutral,joy
"Joey, you know you don't actually have one. (Statement Non Opinion) ",neutral,neutral
Come on! What are you doing?! I'm in character! Would you talk to her! (Question) ,sadness,anger
"Ahh, I think it just moved. It's really poking me. (Statement Opinion) ",anger,disgust
"All right, that's it, we're going to the emergency room. (Statement Non Opinion) ",neutral,neutral
"What?! No, you can't, you can't leave me here with them! We're baby-sitting! (Disagreement) ",anger,fear
"The babies are asleep, I'm sure you'll be okay on your own for a while! (Statement Non Opinion) ",neutral,neutral
But you-you can't leave me with them! We-we're a team! We're playing a zone! They're gonna triple team me! (Disagreement) ,anger,fear
"He's got something plastic lodged in his throat, we've got to go to the hospital. (Statement Non Opinion) ",fear,neutral
"But no, because a doctor won't be able to help him, it's just gonna y'know naturally pass through his system in like seven years. (Statement Non Opinion) ",neutral,neutral
I think that's gum. (Statement Opinion) ,neutral,neutral
I'm pretty sure it's gun. (Statement Opinion) ,neutral,neutral
"Okay, listen this really hurts. Let's go. (Statement Opinion) ",anger,sadness
"A real man wouldn't just run to the hospital! No! What would, what would Krog do? (Question) ",anger,anger
That was the only way I could get him to (Answer) ,neutral,neutral
Hi! How are the Gellers? (Question) ,neutral,neutral
Don't call us that! (Statement Non Opinion) ,anger,anger
The judge wouldn't let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you? (Question) ,anger,anger
Hey! It's Porsche!! (Greeting) ,anger,anger
Hey sweetie! (Greeting) ,joy,joy
Hey! (Greeting) ,joy,joy
There's no back to this couch! (Statement Non Opinion) ,surprise,surprise
Why are you reading this? You hate this kind of stuff. (Question) ,surprise,anger
"Yeah I know, but I figured a shot y'know? (Answer) ",neutral,neutral
"Maybe one of those stories would make me cry and then you wouldn't think I was y'know, all dead inside. (Statement Non Opinion) ",neutral,sadness
"Oh that's so sweet! Look Chandler I don't care if you can't cry, I love you. (Statement Non Opinion) ",joy,joy
Oh that makes me feel so warm in my hollow tin chest. (Statement Non Opinion) ,neutral,sadness
Stop it! (Command) ,joy,anger
"No, I mean, come on, seriously think about it, we get married, we're up at the altar and I'm like this. (Statement Opinion) ",neutral,sadness
"I won't care, because I know you will be feeling it all in here. (Statement Non Opinion) ",neutral,joy
Yeah? (Question) ,neutral,neutral
Of course he is! (Answer) ,joy,joy
"What, do you think I'd just use my son as-as an excuse? (Question) ",joy,anger
What kind of father do you think I am? (Question) ,anger,anger
"All right, sorry. (Apology) ",neutral,sadness
I gotta go make a fake Ben. (Statement Non Opinion) ,neutral,neutral
"The basket is totally empty! My God, the neighbors ate all the candy! (Statement Non Opinion) ",surprise,anger
"Well, either that or uh (Others) ",neutral,neutral
Joey!! (Greeting) ,anger,neutral
Yeah? (Agreement) ,neutral,neutral
Did you eat all the neighbor candy?! (Question) ,anger,anger
"Uh well yeah, that was the plan, but by the time I got to it there was only a couple of pieces left! (Answer) ",anger,neutral
"Yeah, and they've been coming by all day. They love it! (Statement Non Opinion) ",joy,joy
They love my candy? Oh man!!! I've gotta go make more!! (Statement Non Opinion) ,joy,joy
"Hey Mon, you might wanna make some more lasagna too, because something might've happened to a huge chunk of it. (Statement Opinion) ",neutral,neutral
Ross! The neighbors ate all my candy!! (Statement Non Opinion) ,joy,anger
Mine stole my newspaper! It's like a (Statement Non Opinion) ,anger,anger
Sure! (Agreement) ,neutral,neutral
"Yeah, ever since you uh, told me that story about that bike I-I couldn't stop thinking about it. (Agreement) ",neutral,neutral
"I mean, everyone should have a-a (Statement Non Opinion) ",neutral,neutral
Oh my God Ross!! (Others) ,surprise,surprise
You like it? (Question) ,joy,neutral
I (Question) ,neutral,neutral
Yeah? (Answer) ,neutral,neutral
Hello darlings. (Greeting) ,neutral,joy
And there's daddy! (Statement Non Opinion) ,joy,neutral
There he is! There he is! (Statement Non Opinion) ,surprise,joy
Where? (Question) ,neutral,surprise
Right- where we've been looking all night! (Answer) ,joy,anger
He is so cute! (Statement Opinion) ,joy,joy
"Oh, George, baby, drop the towel! (Others) ",joy,joy
"Yeah, drop it! Drop the towel! Please drop the----wowww. (Command) ",joy,joy
"I've gotta tell you, Bob is terrific. (Statement Non Opinion) ",joy,joy
"Yeah, isn't he? (Question) ",joy,joy
"It is so great to meet a guy who is smart and funny, and has an emotional age beyond, like eight. (Statement Non Opinion) ",joy,joy
You know what else? He's unbelievable in bed. (Statement Non Opinion) ,joy,joy
Wow. My brother never even told me when he lost his virginity. (Statement Non Opinion) ,surprise,surprise
Huh. That's nice. (Others) ,neutral,neutral
"and the miracle was that that little bit of oil that should've just lasted just one day, burned for (Statement Non Opinion) ",neutral,neutral
Eight whole days. (Statement Non Opinion) ,neutral,neutral
"That's right, and that's why we celebrate Hanukkah today. The end. (Agreement) ",joy,joy
Awesome! (Acknowledge) ,joy,joy
Yeah? (Question) ,surprise,neutral
My favorite part was when (Statement Non Opinion) ,neutral,neutral
The Armadillo was actually not so (Statement Non Opinion) ,neutral,neutral
