Conversation,Original_Label,DeepSeek
|He's a keeper. How are you feeling?|,Question,Question
"|Oh, I'm fine.|",Answer,Answer
"|Can I just say, I really admire what you're doing. Just raising her all alone.|",Statement Non Opinion,Statement Opinion
"|Oh, I'm not doing it alone. I have Ross.|",Disagreement,Statement Non Opinion
"|Oh, sure. Now. But what happens when he meets somebody else and gets married?|",Question,Disegreement
"|Well then he gets a divorce, it's Ross!|",Statement Non Opinion,Statement Opinion
"|I'm telling you Rachel, listen to Janice. They all say they're gonna be there until they start their real family.|",Statement Opinion,Statement Opinion
|Well I--That's never gonna happen with Ross.|,Statement Non Opinion,Disegreement
"|Oh well that's what I thought about my first husband, now I'm lucky if my kid gets to spend the weekend with her father and the twins and little Ms. New Boobs.|",Statement Non Opinion,Statement Opinion
"|All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life?|",Question,Question
"|And Tim I just wanna say, good luck here.|",Statement Non Opinion,Statement Opinion
|Hey. Who's that?|,Question,Question
|New people.|,Answer,Statement Non Opinion
|What happened to the Disgustingtons?|,Question,Question
|They're having their baby!|,Answer,Statement Non Opinion
|It's not fair Ross we got here first!|,Statement Non Opinion,Disegreement
|Right after you left they wheeled her off into delivery.|,Statement Non Opinion,Answer
|Oh but not before she gave me a juicy shot of little Jamie just crowning away.|,Statement Non Opinion,Statement Non Opinion
"|Wow! Sorry. So uh, how are the new people?|",Apology,Apology
|Phoebe?|,Question,Question
|Yeah?|,Question,Backchannel
"|Look at that guy by the window, wow!|",Command,Statement Opinion
"|He's awfully short and I think he's talking to himself. And to be completely honest, he's not that good in bed.|",Statement Non Opinion,Statement Opinion
"|Oh, what is wrong with me lately?|",Question,Question
|I mean it's like every guy I see--I mean look here.|,Statement Non Opinion,Statement Opinion
"|Look at that guy for example, I mean normally that's not someone I would-would be attracted to, but right now, with the way I'm feeling, all I want to do is rip off his sweatpants and fanny pack.|",Statement Non Opinion,Statement Opinion
"|Wait a second! This is about the fourth month of your pregnancy, right?|",Question,Question
|Yeah.|,Answer,Acknowledge
"|This is completely normal, around the fourth month your hormones start going crazy.|",Statement Non Opinion,Statement Opinion
|Really?! So this has happened to you?|,Question,Question
|Oh absolutely yeah!|,Answer,Agreement
"|Oh and keep in mind, now, I was carrying triplets so in, y'know, medical terms I was-I was thrice as randy.|",Statement Non Opinion,Statement Opinion
"|Wow! This explains so much! Last weekend, I went from store to store sitting on Santa's lap.|",Statement Non Opinion,Statement Opinion
"|Yeah. Yeah, I remember trying to steal a cardboard cutout of Evander Holyfield from a|",Agreement,Acknowledge
|Ugh!|,Backchannel,Statement Opinion
|I don't know what I'm going to do!|,Statement Non Opinion,Statement Opinion
|I called the company that sent and th-they don't care!|,Statement Non Opinion,Statement Opinion
"|Then I called 9-1-1 and they laughed at me, if this isn't an emergency, then what is?|",Question,Statement Opinion
|Hey guys!|,Greeting,Greeting
|Hey!|,Greeting,Greeting
|Hey|,Greeting,Greeting
"|I just wanted to thank you again for last night, what a great party!|",Acknowledge,Statement Opinion
|And the guys from work had a blast.|,Statement Non Opinion,Statement Non Opinion
"|Y'know, one of them had never been to a bachelor party before.|",Statement Non Opinion,Statement Non Opinion
|Yeah!|,Agreement,Agreement
"|And-and another one had never been to a party before, so|",Statement Non Opinion,Statement Non Opinion
"|So uh, hey, that uh, that wedding ring, huh? Man, that's nice!|",Question,Statement Opinion
"|Yeah, right!|",Answer,Disegreement
"|I was uh, I was thinking I might want to pick one of those babies up for myself, I might want to get one of those|",Statement Non Opinion,Statement Opinion
"|That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.|",Statement Non Opinion,Statement Non Opinion
"|So you might say, the ring is irreplaceable?|",Question,Question
"|Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.|",Answer,Agreement
"|So you might say, it's a magic ring.|",Statement Opinion,Statement Opinion
|OH MY GOD!! I didn't really believe it until you just said it!!|,Others,Disegreement
|Well obviously only one of us can keep dating her.|,Statement Non Opinion,Disegreement
"|Obviously! So, how do we decide?|",Question,Agreement
"|Well now let's-let's look at this objectively, I think I should date her|",Answer,Statement Opinion
|Uh-huh. Uh-huh.|,Backchannel,Backchannel
"|That's interesting, but check this out. I date her|",Statement Non Opinion,Disegreement
|Yeah-yeah I like that but just to go in another direction|,Agreement,Disegreement
"|Okay, okay. This can go on for a while.|",Acknowledge,Acknowledge
|Yeah well we should order some food then.|,Statement Non Opinion,Agreement
"|No Joey! Look why don't, why don't we just let her decide? Okay? Hey-hey, we'll|",Disagreement,Disegreement
|That sounds fair.|,Statement Non Opinion,Agreement
|Maybe I'll take her to that new French restaurant down the street|,Statement Opinion,Statement Opinion
|Ah yeah--wait a second now!|,Command,Backchannel
|Look we're gonna have to set a spending limit on the date.|,Statement Non Opinion,Command
|I don't have the money to take her to a fancy place like that.|,Statement Non Opinion,Statement Opinion
"|Well sorry, that's what I do on dates.|",Apology,Apology
"|All right, well I guess I'll just have to do what I do on dates.|",Statement Non Opinion,Statement Opinion
|So let's decide on the spending limit|,Others,Command
"|Yeah. Uh, ...a slice......six dollars?|",Question,Acknowledge
|I was thinking more like a hundred.|,Answer,Disegreement
|Okay. Can I borrow 94 dollars?|,Question,Question
"|Hi, again.|",Greeting,Greeting
|Hey!|,Greeting,Greeting
|Hey!|,Greeting,Greeting
"|Thank you soo, much.|",Acknowledge,Acknowledge
"|Oh, don't thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.|",Statement Opinion,Apology
|You want some help with that?|,Question,Question
"|Oh, no thanks, I got it. No I don't!|",Answer,Disegreement
|Whoa! Are you okay?|,Question,Question
"|Whew! Stood up to fast, got a little head rush.|",Others,Statement Non Opinion
|It's the heat. And-and the humidity.|,Others,Statement Opinion
"|That's a uh, that's a tough combination.|",Statement Non Opinion,Statement Opinion
|Do you wanna come in for some lemonade?|,Question,Question
|Like you wouldn't believe. Wow! This is a great place.|,Answer,Statement Opinion
|What do you mean?|,Question,Question
|Oh!|,Backchannel,Acknowledge
"|Hey, somebody left their keys.|",Statement Non Opinion,Statement Non Opinion
"|Ooohh, to a Porsche!|",Others,Acknowledge
"|Hey Gunther, these yours?|",Question,Greeting
"|Yeah, that's what I drive. I make four bucks an hour, I saved up for 350 years!|",Answer,Statement Opinion
|Na-uh! Hey did anybody lose their keys?|,Question,Disegreement
"|Joey, why don't you put them in the lost and found?|",Question,Command
|There's a lost and found? My shoe!|,Answer,Question
|You left a shoe here?!|,Question,Question
"|Well, I didn't realize until I got home.|",Answer,Statement Non Opinion
|I wasn't gonna walk all the way back down here with one shoe!|,Statement Non Opinion,Statement Opinion
|I'm gonna go find that guy's car and leave a note on the windshield.|,Statement Non Opinion,Command
"|Oh good, when he comes back for his keys, I'll be sure to give him your shoe.|",Statement Non Opinion,Statement Non Opinion
|Great! Thanks.|,Acknowledge,Agreement
"|Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.|",Statement Non Opinion,Command
"|Carol, we've been through this before, ok?|",Question,Command
|We have a good time.|,Statement Non Opinion,Statement Non Opinion
"|We laugh, we play.|",Statement Non Opinion,Statement Non Opinion
|It's like we're father and son.|,Statement Opinion,Statement Opinion
"|Honey, relax. Ross is great with him. Don't look so surprised. I'm a lovely person.|",Command,Statement Opinion
"|Oh, this is so cute.|",Statement Opinion,Statement Opinion
"|Oh, I got that for him.|",Statement Non Opinion,Acknowledge
|My mommies love me. That's clever.|,Statement Non Opinion,Statement Opinion
|Hello?|,Greeting,Greeting
"|Oh, Hi, Ju----Hi, Jew!|",Greeting,Greeting
|Uh huh?|,Backchannel,Backchannel
|Uh huh?|,Backchannel,Backchannel
"|Ok. Um, sure, that'd be great.|",Statement Non Opinion,Acknowledge
|See ya then.|,Others,Acknowledge
|Bye.|,Greeting,Greeting
"|Did you just say Hi, Jew?|",Question,Question
"|Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.|",Answer,Agreement
|Now there you go! I wouldn't want my best guest to strain her eyes!|,Statement Non Opinion,Statement Opinion
|Thanks Monica!|,Acknowledge,Acknowledge
|Does that smell bother you?|,Question,Question
"|What the smell from Joey's? No, I can hardly smell it over here.|",Answer,Question
"|Well you let me know if you can, because y'know I can bake a pie to cover it.|",Statement Non Opinion,Statement Opinion
"|I can smell it a little, bake the pie.|",Statement Non Opinion,Command
|Okay!|,Agreement,Agreement
|Okay.|,Agreement,Acknowledge
"|Hello? Oh yes, one minute please. It's for you. It's the fire inspector.|",Others,Greeting
|Oh! Hello? Yeah this is Phoebe. Really?!|,Question,Greeting
"|Yeah, so it turns out that it wasn't the hair straightener that started the fire.|",Answer,Answer
"|No-no, it was the candles.|",Disagreement,Disegreement
|It's very not good leaving candles unattended.|,Statement Non Opinion,Statement Opinion
"|In fact, one of the first things they teach you in fire school is... Uhh... Uhh... Okay.|",Statement Non Opinion,Backchannel
"|Well, I have to go now.|",Statement Non Opinion,Acknowledge
|Joey proposed to me.|,Statement Non Opinion,Statement Non Opinion
|Is he crazy?! You just had Ross's baby!|,Question,Disegreement
"|Well, I-I said yes.|",Answer,Acknowledge
|What?!|,Question,Disegreement
|Are you crazy?|,Question,Disegreement
|You just had Ross's baby!|,Statement Non Opinion,Statement Non Opinion
|It's-it's so inappropriate.|,Statement Non Opinion,Statement Opinion
"|No, it's worse than that.|",Statement Opinion,Disegreement
|It's wrong.|,Agreement,Disegreement
|It's... It is bigger than mine!|,Statement Non Opinion,Disegreement
|I know.|,Agreement,Acknowledge
|You can't marry him!|,Statement Non Opinion,Disegreement
|Why not? I don't want to do this alone! And he's such a sweet guy and he loves me so much.|,Question,Disegreement
|Well do you love him?|,Question,Question
|Sure.|,Answer,Agreement
|Sure?|,Question,Agreement
"|Yeah, I mean whatever.|",Answer,Acknowledge
"|Honey, the question is...do you really want to marry Joey?|",Question,Question
"|No. No, I don't. Could you be a dear and go tell him?|",Answer,Disegreement
|So-so you two were married huh? What happened? You just drift apart?|,Question,Question
|Here comes the bride.|,Statement Non Opinion,Statement Non Opinion
|Oh my God Monica!|,Others,Statement Opinion
|I wanna wear this everyday.|,Statement Non Opinion,Statement Opinion
|You look so beautiful.|,Statement Opinion,Statement Opinion
|I'm so happy for me.|,Statement Non Opinion,Statement Opinion
|Hello?|,Question,Greeting
|Hey! Did Chandler show up yet?|,Question,Question
"|Yeah, we got him back. Everything's fine.|",Answer,Acknowledge
|Damnit!|,Others,Apology
"|I will be! Listen, I don't want you teaching my son that stuff anymore. Okay?|",Question,Command
|Fine.|,Answer,Acknowledge
"|Fine, but I'll have you know that once I taught him that stuff he called me Fun Aunt Rachel.|",Statement Non Opinion,Statement Opinion
|And I loved being Fun Aunt Rachel but I'll go back to being Boring and Uncomfortable Aunt Rachel if that's what you want!|,Statement Non Opinion,Statement Opinion
"|No that's not what I want. Uh, I'm glad you guys were bonding but I|",Disagreement,Disegreement
"|Look he doesn't have any brothers or sisters, somebody's gonna have to teach him this stuff!|",Statement Non Opinion,Statement Opinion
|And I haven't taught him anything that a normal 6-year-old doesn't know anyway!|,Statement Non Opinion,Statement Opinion
|Crap!!|,Others,Apology
|I gotta go!|,Statement Non Opinion,Command
|Look at that! Look at that! They're going into the first class lounge! Do you know what they have in there?|,Question,Statement Opinion
|No.|,Answer,Others
|Me neither! We have to get in!|,Agreement,Agreement
|Just act like you belong.|,Statement Non Opinion,Statement Non Opinion
|Oh my God! Oranges!|,Others,Statement Opinion
|Shh! Nice to see you again.|,Acknowledge,Command
"|Uh sir, may I see your tickets please?|",Question,Question
"|Yes, of course.|",Answer,Agreement
"|I'm sorry, would you move your thumb? I can't see the seat number.|",Apology,Apology
"|Oh that's all right, I have it memorized. It's 1A.|",Agreement,Acknowledge
|Okay!|,Agreement,Agreement
|Y'know what?|,Question,Statement Opinion
|I realized it was stupid to get upset about not having a husband and kids.|,Statement Non Opinion,Statement Opinion
|All I really needed was a plan.|,Statement Non Opinion,Statement Non Opinion
|See I wanna have three kids|,Statement Non Opinion,Statement Opinion
"|Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.|",Statement Opinion,Statement Opinion
|As I was saying... I should probably have the first of the three kids by the time I'm 35 which gives me five years.|,Statement Non Opinion,Statement Opinion
|You spent a hundred dollars. That's the limit. You're screwed!|,Statement Non Opinion,Disegreement
"|Uh actually, I sent the flowers before the actual date. So technically,|",Statement Non Opinion,Answer
|Oh-oh! So that's the way it's gonna be huh? Yeah I can break the rules too y'know!|,Question,Disegreement
|Oh yeah? What are you gonna do?|,Question,Disegreement
|I don't know.|,Answer,Acknowledge
|Why am I not surprised?|,Question,Disegreement
|Y'know what Ross? I'm not gonna let you get away with this!|,Question,Disegreement
|I don't think you have much choice.|,Answer,Disegreement
|Well we'll see!|,Statement Non Opinion,Statement Non Opinion
|Bye-bye!|,Greeting,Greeting
|Yeah bye-bye! Hey! So just a light layer?|,Greeting,Acknowledge
|Yes. Yes. Just here and there .|,Others,Acknowledge
|Dad?|,Question,Question
|I'm here!|,Answer,Acknowledge
|Hey!|,Greeting,Greeting
"|Hi. God, it seems like just yesterday you guys used to come out to watch me work.|",Statement Non Opinion,Greeting
"|Dad, we-we can't believe you're selling the house.|",Statement Non Opinion,Statement Opinion
"|Well, it's time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.|",Statement Non Opinion,Statement Opinion
|Let's grab our stuff and get the hell out of here.|,Others,Command
|I'm sorry we can't store your childhood things anymore.|,Apology,Apology
"|Oh, that's okay, I can't wait to see everything again! All of the memories|",Agreement,Acknowledge
"|Well, I don't know what's in the boxes down here, but I do know there are six or seven|",Statement Non Opinion,Statement Opinion
|I used to|,Others,Statement Non Opinion
"|Yeah, not as much as you used to love to play uncooked batter eater.|",Agreement,Disegreement
"|Hey, it is unreasonable to expect a child to wait for a|",Statement Opinion,Disegreement
"|Ok, got the vent open.|",Others,Acknowledge
"|Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!|",Greeting,Greeting
"|Ben, you ready?|",Question,Command
"|All right, gimme your foot.|",Answer,Command
"|Ok, on three, Ben.|",Others,Command
"|One, two, three.|",Statement Non Opinion,Command
"|Ok, That's it, Ben.|",Others,Acknowledge
|What do you see?|,Question,Statement Non Opinion
"|Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.|",Answer,Statement Non Opinion
"|Phoebs, It's open! It's open!|",Statement Non Opinion,Command
|Wait! You forgot your legs!|,Statement Non Opinion,Command
"|You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.|",Statement Non Opinion,Statement Opinion
|Thank you.|,Acknowledge,Acknowledge
|Filing system?|,Question,Answer
|Oh-oh!|,Statement Non Opinion,Apology
|You mean those-those little colored labels you put on all the folders?|,Question,Question
|It certainly did brighten up the inside of the filing cabinets.|,Answer,Statement Opinion
"|Well, they uh, they-they do more than that.|",Answer,Acknowledge
|I notice that you've been trusted with a lot of rather important responsibilities.|,Statement Non Opinion,Statement Opinion
"|Yes, Joanna really has been an incredible mentor to me.|",Agreement,Agreement
|Oh. And Rachel has been really incredible in getting my morning bagel for me. It's amazing how she gets it right almost|,Statement Non Opinion,Statement Opinion
"|I-I-I of course, I have more responsibilities than that.|",Statement Non Opinion,Statement Opinion
"|Oh yes, well there's the coffee too. Rachel can carry two things at once!|",Agreement,Acknowledge
"|Yes, that's very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.|",Agreement,Agreement
"|Yes, I realize that|",Agreement,Acknowledge
"|And Rachel shouldn't have any problem with that. The only problem might be getting a little too friendly, if you know what I mean.|",Statement Non Opinion,Statement Opinion
|I love working with designers!|,Statement Non Opinion,Statement Opinion
"|With them, under them, what's the difference? Eh, Rach?|",Question,Question
"|Chandler, you have an assistant right?|",Question,Question
|Did she call? You-you told her I was sick right? Always tell her I am sick!|,Answer,Command
"|Chandler, listen to me sweetie, I know you can do this. Okay? You have a beautiful smile.|",Command,Statement Opinion
|I do?|,Question,Question
"|Yeah! All right, maybe you don't have to smile. Let's try something else. Let's try umm, try looking sexy.|",Answer,Agreement
|Okay.|,Agreement,Acknowledge
|Or not.|,Others,Answer
|Where's Chandler?|,Question,Question
|Here I am.|,Answer,Statement Non Opinion
|Wash your hands!!!|,Command,Command
|How did you...know?|,Question,Question
|Hey! What's she doing back here?|,Question,Question
"|Relax, Ross. She's not made of ice cream!|",Answer,Command
"|Hey look, Phoebe. I, uh, I laid out the states geographically...|",Statement Non Opinion,Statement Non Opinion
|What happened in Atlantic City?!|,Question,Question
"|Well, Chandler and I are in a bar|",Answer,Statement Non Opinion
"|Did you not hear me say, ""Du-ude?!""|",Question,Question
"|And this girl is making eyes at Chandler, okay?|",Statement Non Opinion,Statement Opinion
"|So after awhile he-he goes over to her and uh, after a minute or two, I see them kissing.|",Statement Non Opinion,Statement Non Opinion
"|Now, I know what you're thinking, Chandler's not the type of guy who just goes to bars and makes out with girls, and you're right, Chandler's not the type of guy who just goes to bars and makes out with...girls.|",Statement Non Opinion,Statement Opinion
|You kissed a guy?!! Oh my God.|,Question,Disegreement
"|In my defense, it was dark and he was a very pretty guy.|",Answer,Apology
"|Oh Mon, I laughed so hard|",Statement Non Opinion,Statement Non Opinion
"|Ho-ho, so hard we had to throw out your underwear again?|",Statement Non Opinion,Statement Opinion
"|Whatever dude, you kissed a guy.|",Statement Non Opinion,Disegreement
"|So umm, you're gonna stay with me as long as I need you?|",Question,Question
|Of course I am!|,Answer,Agreement
"|Oh mom, I swear I'm not an idiot.|",Statement Opinion,Apology
"|I've read all kinds of books on pregnancy and giving birth, but I-I just didn't think to read the part about what to do when the baby comes.|",Statement Non Opinion,Statement Opinion
|And-and then guess what?|,Question,Question
|The baby's coming and I don't know what to do.|,Answer,Question
"|Oh, can I throw up in my diaper genie?|",Question,Question
"|No. Sweetie, you're gonna be fine.|",Answer,Answer
|Wait-wait where are you going? Where are you going?|,Question,Question
|I'm going to the bathroom.|,Answer,Statement Non Opinion
|Okay.|,Statement Non Opinion,Acknowledge
|Now don't worry! Everything's gonna be okay.|,Statement Opinion,Statement Opinion
|It|,Others,Statement Non Opinion
|Hey!|,Greeting,Greeting
|Hey! Why are you all red and sweaty?|,Question,Question
|I just Bamboozled Chandler! Which is not uh sexual thing. That was a quick shower.|,Answer,Statement Opinion
|Not if you were here.|,Statement Non Opinion,Disegreement
"|Okay, the reason why I asked you guys out to brunch today is because I have been doing some thinking about who should be my maid of honor.|",Statement Non Opinion,Statement Opinion
|Oh my God! This is it! I really hope it's you!|,Others,Statement Opinion
|I hope it's you.|,Others,Statement Opinion
|Me too!|,Others,Agreement
"|First of all um, I love you both so much and you're both so important to me|",Statement Non Opinion,Statement Opinion
"|Okay, bla-bla-bla-bla!! Who is it?!|",Question,Question
"|Well umm, I was thinking that maybe we could come up with a system where we trade off being maid of honor for each other.|",Statement Non Opinion,Statement Opinion
"|Like hypothetically, if Phoebe were mine|",Statement Non Opinion,Statement Opinion
|Yes!!! Oh!!|,Agreement,Acknowledge
|Hypothetically!|,Others,Statement Non Opinion
|Still.|,Others,Statement Non Opinion
|If Phoebe were my maid of honor|,Statement Non Opinion,Statement Opinion
"|Rachel would be Phoebe's, I would be Rachel's, that way we all get to do it once and no one would get upset.|",Statement Non Opinion,Command
|Yeah that's actually a pretty good idea.|,Agreement,Agreement
"|Yeah, I'll do that. So who gets to be yours?|",Question,Agreement
"|Well that's the best part. Umm,|",Statement Non Opinion,Statement Opinion
|Wh-why is that the best part?|,Question,Question
|Because then I don't have to!|,Answer,Disegreement
|Well of|,Others,Statement Opinion
|I'm really not deciding!|,Statement Non Opinion,Others
|Fine!|,Agreement,Agreement
"|Aww, and good luck to you too! What a nice lady!|",Others,Agreement
|It's not just the drum noise.|,Statement Non Opinion,Statement Opinion
"|Every five minutes, Joey throws his sticks in the air, and I have to hear, ""Oh my eye!|",Statement Non Opinion,Statement Non Opinion
"|Oh god, my eye!""|",Others,Apology
"|I mean, it is so annoying.|",Statement Non Opinion,Statement Opinion
"|Yes, thank you. You see, this is how normal people are supposed to react to drums.|",Agreement,Acknowledge
"|Phoebe, you got Joey drums to annoy Rachel, so she wouldn't wanna live there anymore?|",Question,Statement Non Opinion
|Maybe on some level.|,Answer,Statement Opinion
|Joey? Could you get that? What are you doing here? I thought you were in your room?|,Question,Question
"|No, I'm picking you up for our date. These are for you.|",Answer,Disegreement
"|Ohh, Lilies. Joey, they're my favorite. Thank you.|",Acknowledge,Acknowledge
"|And, a brownie!|",Others,Statement Non Opinion
"|Well, half a brownie.|",Others,Statement Non Opinion
"|Actually, it's just bag.|",Statement Opinion,Statement Non Opinion
|It's been a long walk from the flower shop and I was startin' to feel faint so|,Statement Non Opinion,Statement Non Opinion
|Oh man!|,Others,Statement Opinion
|This is so great!|,Statement Non Opinion,Statement Opinion
|I actually feel like I'm going on a real date!|,Statement Non Opinion,Statement Opinion
"|Although, I have a hint of morning sickness, and I'm wearing underwear that goes up to about......there.|",Statement Non Opinion,Statement Non Opinion
"|Hey come on now, this is a real date.|",Statement Non Opinion,Statement Opinion
"|Uh, so...nice place you got here.|",Statement Non Opinion,Statement Opinion
"|Foosball, huh?|",Others,Question
|Pizza box.|,Others,Others
"|Oh, a subscription to|",Others,Statement Opinion
"|Yeah, actually that's my roommate's.|",Statement Non Opinion,Acknowledge
|I would like to meet him. He sounds like a stand up guy.|,Statement Non Opinion,Statement Opinion
"|Ah yes, but he's very protective of me so you'd better watch yourself.|",Statement Non Opinion,Disegreement
"|Ah... Hey, so this roommate of yours...is he good looking?|",Question,Question
|Hm-mmm|,Backchannel,Backchannel
"|Oh yeah, it must be tough to keep your hands of him, huh?|",Question,Statement Opinion
"|Yeah, but I'm pretty sure he's gay.|",Answer,Disegreement
"|No-no-no-no, he's not! No! Why are you trying to ruin the game? Come on!|",Disagreement,Disegreement
|Can you believe what a jerk Ross was being?|,Question,Statement Opinion
"|Yeah, I know. He can get really competitive.|",Answer,Acknowledge
"|Ha. Ha, ha.|",Others,Backchannel
|What?|,Question,Question
"|Oh, hello, kettle? This is Monica. You're black.|",Greeting,Statement Non Opinion
|Please! I am not as bad as Ross.|,Statement Non Opinion,Apology
"|Oh, I beg to differ. The|",Others,Disegreement
|That was|,Others,Statement Non Opinion
|Oooooh.  Oh! I got an interview! I got an interview!|,Statement Non Opinion,Acknowledge
"|Well, not playing raquetball!|",Statement Non Opinion,Disegreement
|He forgot to leave his grip size!|,Statement Non Opinion,Question
|He didn't get the goggles!|,Statement Non Opinion,Statement Non Opinion
"|Well,sounds like you two have issues.|",Statement Non Opinion,Statement Opinion
"|Goodbye, baby.|",Greeting,Greeting
"|Ciao, bela.|",Greeting,Greeting
|Do they wait for me to do this?|,Question,Question
|So are you gonna tell him?|,Question,Question
|Why would I tell him?|,Question,Disegreement
"|How about 'cause if you don't, his mother might.|",Answer,Statement Opinion
|What are you guys doing here?|,Question,Question
|Uhhhh.... he's not even wearing a jockstrap!|,Statement Non Opinion,Statement Opinion
|...What did I ask?|,Question,Question
|God. I feel violated.|,Statement Non Opinion,Statement Opinion
"|Did anybody else feel they just wanted to peel the skin off their body, to have something else to do?|",Question,Question
"|Ross, ten o'clock.|",Statement Non Opinion,Command
|Is it? Feels like two.|,Question,Question
"|No,|",Answer,Disegreement
"|There's a beautiful woman at eight, nine, ten o'clock!|",Statement Non Opinion,Statement Non Opinion
|Oh. Hel-lo!|,Greeting,Greeting
"|She's amazing! She makes the women that I dream about look like short, fat, bald men!|",Statement Opinion,Statement Opinion
"|Well, go over to her! She's not with anyone.|",Statement Non Opinion,Command
"|Oh yeah, and what would my opening line be? 'Excuse me. Blarrglarrghh.'|",Question,Apology
"|Oh, c'mon. She's a person, you can do it!|",Others,Statement Opinion
"|Oh please, could she|",Others,Apology
|He could never get a woman like that in a million years.|,Statement Opinion,Statement Opinion
"|Oh, oh, but y'know, you always see these really beautiful women with these really nothing guys, you could be one of those guys.|",Statement Non Opinion,Statement Opinion
|You could do that!|,Statement Opinion,Agreement
|You think?|,Question,Question
"|OK, that's enough of the view. Check this out, look at this. Sit down, sit down.|",Others,Command
|OK.|,Agreement,Acknowledge
"|This is great! Helen, could you come in here for a moment?|",Question,Statement Opinion
"|Thank you Helen, that'll be all.|",Acknowledge,Acknowledge
"|Last time I do that, I promise.|",Statement Non Opinion,Apology
"|I am so, so, so, so sorry!|",Apology,Apology
|Uh-huh.|,Backchannel,Backchannel
"|And I will cook anything you want in here , and do anything in there!|",Statement Non Opinion,Command
"|Yeah you will! And, are you kiddin' me?!|",Question,Disegreement
"|Come on Monica, it's our Valentine's Day. Please? Please-please, please?|",Command,Command
|Okay.|,Agreement,Acknowledge
|Okay.|,Agreement,Acknowledge
"|So, are we going in there?|",Question,Question
|I am!!|,Answer,Statement Opinion
|Wow!|,Others,Statement Opinion
|It actually is in the handbook.|,Statement Non Opinion,Answer
|I can't date you or have a hot plate in my office.|,Statement Non Opinion,Disegreement
|I can't believe we have to stop seeing each other.|,Statement Non Opinion,Statement Opinion
|For what it's worth I did appreciate you standing up for me. It felt really nice. It kinda made me like you even more.|,Statement Non Opinion,Statement Opinion
"|I know, I know I really like you too. But we-we can't date. It's against the rules. It's forbidden.|",Agreement,Statement Opinion
|Wow!|,Others,Statement Opinion
|What?|,Question,Question
"|Just hearing you describe it as forbidden, it's really hot.|",Answer,Statement Opinion
|Really?|,Question,Disegreement
|Yeah.|,Answer,Acknowledge
"|Well I-I-I don't care how hot it is it's-it's uh, it's wrong.|",Statement Non Opinion,Disegreement
|Stop it!|,Command,Command
|No! No! It's wrong! It's-it's-it's naughty. It's taboo.|,Disagreement,Disegreement
|Shut the book!|,Command,Command
|Let's also get a hot plate!|,Command,Command
"|Rach, you're in a great place in your life. Come on, you've got a great job! Good friends|",Statement Opinion,Statement Opinion
|Yeah! So-so when are you getting married?|,Question,Agreement
"|Oh I'm not, I just like to try these on.|",Answer,Statement Non Opinion
|I do the same thing.|,Statement Non Opinion,Agreement
|I'm just kidding. I'm getting married July 25|,Statement Non Opinion,Statement Opinion
|I'm just kidding too. I'm getting married in December.|,Statement Non Opinion,Statement Non Opinion
|So when are you getting married?|,Question,Question
|Oh May 15|,Answer,Statement Non Opinion
|Oooh it's getting close!|,Statement Non Opinion,Backchannel
"|So uh, who's your photographer?|",Question,Question
|Jeffrey|,Answer,Statement Non Opinion
|We met with him. Did he show you the photos of the nude wedding he did?|,Question,Question
|The best man? Wow!|,Answer,Statement Opinion
"|I know! I almost called off my wedding. Oh, who's your band?!|",Statement Non Opinion,Statement Opinion
"|Oh, my fiancee wants the Swing Kings.|",Statement Non Opinion,Statement Opinion
"|Oh, you're so lucky. My fiancee wants the heavy metal band Carcass.|",Statement Non Opinion,Statement Opinion
"|Ooh, is that spelled with a 'C' or a 'K'? Oh my God! It doesn't matter; they're both great!|",Statement Non Opinion,Statement Opinion
|Oh y'know what?|,Question,Statement Opinion
|Now that you know what you want you should go to Kleinman's and get it half off.|,Statement Non Opinion,Command
|This place is so overpriced.|,Statement Non Opinion,Statement Opinion
"|So, does this come in another color or|",Statement Non Opinion,Question
"|I am telling you, years from now, schoolchildren will study it as one of the greatest first dates of all time.|",Statement Non Opinion,Statement Opinion
|It was unbelievable!|,Statement Non Opinion,Statement Opinion
"|We could totally be ourselves, we didn't have to play any games...|",Statement Non Opinion,Statement Opinion
|So have you called her yet?|,Question,Question
|Let her know I like her?|,Question,Command
"|What are you, insane?|",Question,Disegreement
|It's the next day!|,Statement Non Opinion,Statement Non Opinion
|How needy do I want to seem?|,Question,Question
"|I'm right, right?|",Question,Statement Opinion
"|Oh, yeah. Yeah. Let her dangle.|",Agreement,Backchannel
|I can't believe my parents are actually pressuring me to find one of you people.|,Statement Non Opinion,Disegreement
