Conversacion,Original_Label,DeepSeek,,
|He is so weird.|,Statement Opinion,Statement Opinion,,
|You wanna fool around with Joey?|,Question,Question,,
|Yeah!|,Answer,Agreement,,
"|You know, ever since I had that dream about him, and can't get it out of my head!|",Statement Non Opinion,Statement Opinion,,
"|And what's the big deal, people do it all the time!|",Statement Non Opinion,Statement Opinion,,
|Who? Who do you know that are friends that just fool around?|,Question,Question,,
"|Ok, off the top of my head... Don and Janet.|",Answer,Answer,,
"|Who, who are they?|",Question,Question,,
|I know them from work.|,Answer,Answer,,
|Both of them?|,Question,Question,,
"|No, one of them...|",Answer,Answer,,
|Which one?|,Question,Question,,
"|I don't know, what were the names I just said?|",Answer,Question,,
"|Rachel, things can get incredibly complicated.|",Statement Opinion,Statement Opinion,,
"|All right, all right, you're right|",Agreement,Agreement,,
|What the hell are you cooking!|,Question,Question,,
|Oh my God! How did you get back here?!|,Question,Question,,
"|Fire alarm? Oh! Hi, officer--fireman, can-can I help you?|",Question,Greeting,,
|We found your fire alarm in the trash chute.|,Statement Non Opinion,Statement Non Opinion,,
|That's not mine.|,Statement Non Opinion,Statement Non Opinion,,
|Yes it is.|,Disagreement,Statement Non Opinion,,
|How do you know?|,Question,Question,,
"|The next time you want to dump a fire alarm in a trash chute, don't wrap it in a blanket that says, ""Property of Phoebe Buffay not Monica.""|",Answer,Command,,
"|Okay do you--Okay, do you have a search warrant? Because the last time I checked this was still America!|",Question,Question,,
"|Please reattach this, it's against the law to disconnect them.|",Command,Command,,
|Fine! But please God.. tell me how to stop them from going off!|,Question,Statement Opinion,,
|There's a reset button under the plastic cover.|,Answer,Statement Non Opinion,,
|There's a reset button?!|,Question,Question,,
|My God!|,Others,Statement Opinion,,
|Why didn't I see that!|,Statement Non Opinion,Question,,
"|Reset button, reset button, where is there a reset button?|",Question,Question,,
|Oh here it is!|,Answer,Statement Non Opinion,,
|Oh!|,Backchannel,Statement Opinion,,
"|Ohh, God!|",Backchannel,Statement Opinion,,
"|Four letters: ""Circle or hoop"".|",Statement Non Opinion,Statement Non Opinion,,
"|Ring dammit, ring!|",Command,Command,,
|Thanks.|,Greeting,Acknowledge,,
"|Hey, you know our phone's not working?|",Question,Question,,
|What?!|,Question,Question,,
"|I tried to call you from the coffee shop, and there was no answer.|",Statement Non Opinion,Statement Non Opinion,,
"|I turned it off. Mother of God, I turned it off!|",Statement Non Opinion,Statement Non Opinion,,
|Just like you told her you did! ... Just pointing out the irony.|,Statement Non Opinion,Statement Opinion,,
"|Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?|",Question,Question,,
|Nngghhh!!!!!!!|,Answer,Others,,
"|Can I use your phone? Yeah, the number for a Sidney Marks, please.|",Question,Question,,
"|""Heating device.""|",Statement Non Opinion,Statement Non Opinion,,
|Radiator.|,Statement Non Opinion,Answer,,
|Five letters.|,Statement Non Opinion,Statement Non Opinion,,
|Rdtor.|,Statement Non Opinion,Answer,,
"|Yeah, is Sidney there? Oh, this is? Sidney's a woman.|",Question,Statement Non Opinion,,
"|Well, you'll have to wait your turn.|",Statement Non Opinion,Command,,
"|Well, how long do you think it'll be?|",Question,Question,,
|Any minute now.|,Answer,Statement Non Opinion,,
|Hey.|,Greeting,Greeting,,
|Hey! Any good mail?|,Question,Question,,
"|Yes, you got something from the Screen Actor's Guild.|",Answer,Answer,,
"|Ooh, it's probably a residual check, hey can you open it for me, I'm kinda....|",Question,Statement Non Opinion,,
"|""Benefits lapsed.""|",Statement Non Opinion,Statement Non Opinion,,
|Hmm that's weird. I don't remember being in a move called benefits lapsed.|,Statement Non Opinion,Statement Opinion,,
"|Okay, it's not a check. They're saying your health insurance expired because, you didn't work enough last year.|",Statement Non Opinion,Statement Non Opinion,,
|Let me see that!|,Others,Command,,
|All right.|,Acknowledge,Acknowledge,,
"|Oh, I can't believe this!|",Statement Opinion,Statement Opinion,,
|This sucks!|,Statement Opinion,Statement Opinion,,
"|When I had insurance I could get hit by a bus or catch on fire, y'know?|",Statement Non Opinion,Statement Opinion,,
|And it wouldn't matter.|,Statement Non Opinion,Statement Opinion,,
|Now I gotta be careful?|,Question,Statement Opinion,,
"|I'm sorry man, there's never a good time to stop catching on fire.|",Apology,Apology,,
"|All right well, I guess I gotta go get a job. I'm gonna go see my agent.|",Statement Non Opinion,Statement Non Opinion,,
"|Okay, make sure you look both ways before you cross the street.|",Others,Command,,
|look both ways before you cross the street.|,Statement Non Opinion,Command,,
|I can't believe Phoebe's gonna have her babies!|,Statement Opinion,Statement Opinion,,
"|I know, it's beautiful. Amazing.|",Statement Opinion,Agreement,,
"|I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.|",Statement Opinion,Statement Non Opinion,,
|Do you know anything about women?|,Question,Question,,
|No.|,Answer,Answer,,
|That's all right.|,Statement Opinion,Acknowledge,,
|Okay.|,Acknowledge,Backchannel,,
"|Hey, this- Heyy...|",Greeting,Greeting,,
|Remember when we went to Central Park and rented boats?.. That was fun.|,Statement Opinion,Statement Opinion,,
|Yeah. He could row like a viking.|,Agreement,Agreement,,
|Hi.|,Greeting,Greeting,,
|Mmm.|,Backchannel,Backchannel,,
|So how'd it go?|,Question,Question,,
"|Oh, y'know..|",Answer,Backchannel,,
|Did he mention us?|,Question,Question,,
|He said he's really gonna miss you guys.|,Answer,Statement Non Opinion,,
"|You had a rough day, huh.. c'mere.|",Command,Statement Opinion,,
|...love you.|,Greeting,Statement Opinion,,
|Are you're hands still wet?|,Question,Question,,
"|Uh, moist, yeah.|",Answer,Answer,,
|Let's dry 'em again.|,Others,Command,,
|Oh my God! Oh my God!!|,Others,Acknowledge,,
|Still crying?|,Question,Question,,
|Like a|,Statement Non Opinion,Statement Non Opinion,,
"|Y'know, I only know of two surefire ways to shut a man up. And one of them is sex.|",Statement Non Opinion,Statement Opinion,,
|What's the other one?|,Question,Question,,
"|I don't know, I've never had to use the other one.|",Answer,Statement Non Opinion,,
"|I'm just saying y'know, if we're having sex, he's not gonna be talking.|",Statement Non Opinion,Statement Opinion,,
|Oh that's right.|,Agreement,Acknowledge,,
|You're the talker.|,Statement Non Opinion,Statement Non Opinion,,
"|Anyway uh, great idea!|",Statement Opinion,Agreement,,
"|Umm, I gotta go to the store; I told him that I would buy him some more tissues.|",Statement Non Opinion,Statement Non Opinion,,
"|Oh, we have some|",Statement Non Opinion,Statement Non Opinion,,
|No you don't!|,Disagreement,Disagreement,,
"|Okay, yeah. Triple A can pick us up.|",Statement Non Opinion,Agreement,,
"|Yeah, what town are we near?|",Question,Question,,
"|Freemont. West-Westmont, ah Westburg?|",Answer,Statement Non Opinion,,
|Then why are you answering? Do you at least know what route we're on?|,Question,Question,,
"|Yeah, we are definitely on Route 27.|",Answer,Agreement,,
"|Okay. We are at a rest stop on Route 27. Okay. There is no Route 27. Okay, either 93 or 76?|",Statement Non Opinion,Statement Non Opinion,,
"|I don't know, I'm sorry, I always slept in the back when we drove up here.|",Apology,Apology,,
"|Hey, can you send somebody up and down 76 and check every rest stop, and, and also 93?|",Question,Command,,
|Okay!|,Answer,Acknowledge,,
"|Yeah, no they don't do that.|",Disagreement,Disagreement,,
"|Ugh, okay, well somebody will come and save us.|",Statement Non Opinion,Statement Opinion,,
|Who?|,Question,Question,,
|I mean have you seen a car come by here in the last hour and a half?|,Question,Question,,
"|I think we should call Ross, maybe he can get a car and come pick us up.|",Statement Opinion,Statement Opinion,,
"|No! No, I am not getting in a car with Ross, we will just have to live here!|",Disagreement,Disagreement,,
|But if...|,Statement Non Opinion,Others,,
"|No you guys, I am not getting in a car with him, you'll have to think of something else.|",Disagreement,Disagreement,,
"|Oh good, oh Joey and Chandler are back.|",Statement Non Opinion,Acknowledge,,
|So the going for help went well?|,Question,Question,,
"|I'm telling you man, I saw it.|",Statement Non Opinion,Statement Opinion,,
"|Yeah, well, you're wrong! Okay, you're wrong.|",Disagreement,Disagreement,,
"|I'm not wrong! I wish I was. I'm sorry. Bet that barium enema doesn't sound so bad now, huh?|",Disagreement,Apology,,
|I know.|,Acknowledge,Acknowledge,,
|Let's try a look...of far off...wonderment.|,Others,Command,,
"|Okay, we'll-we'll gaze into our future and we'll think about our marriage and the days to come.|",Agreement,Statement Non Opinion,,
|Chandler!|,Greeting,Greeting,,
|What is the matter with your face?!|,Question,Question,,
"|I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""|",Statement Opinion,Statement Opinion,,
|Hey!|,Greeting,Greeting,,
|Don't laugh at him!|,Command,Command,,
|He's|,Statement Non Opinion,Acknowledge,,
|We're gonna find love!|,Statement Non Opinion,Statement Opinion,,
|Definitely!|,Agreement,Agreement,,
"|Yeah, I'm pretty confident about that.|",Agreement,Agreement,,
|That's what makes it so easy for me to be 80% happy for Monica and Chandler!|,Statement Non Opinion,Statement Opinion,,
|It would be nice to have a little guarantee though.|,Statement Opinion,Statement Opinion,,
|What do you mean?|,Question,Question,,
"|Well y'know, some people make deals with a friend, like if neither of them are married by the time they're 40, they marry each other.|",Answer,Statement Non Opinion,,
|You mean a backup?|,Question,Question,,
|Exactly!|,Answer,Agreement,,
"|Yeah, yeah I got that.|",Agreement,Acknowledge,,
|You do?|,Question,Question,,
|Hm-mmm|,Answer,Backchannel,,
|Who?|,Question,Question,,
|Yeah!|,Answer,Acknowledge,,
|Are you serious?!|,Question,Question,,
"|Yeah, I locked him years ago!|",Answer,Statement Non Opinion,,
"|Wh... So... If neither of you are married by the time you're 40, you're gonna marry Joey.|",Question,Statement Non Opinion,,
"|Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal.|",Answer,Statement Non Opinion,,
"|Oh, seriously?|",Question,Question,,
"|Yeah uh, what am I gonna do?|",Question,Statement Non Opinion,,
"|Yeah, I'm sorry man. You wanna go watch?|",Apology,Apology,,
|Yeah!|,Answer,Agreement,,
|Good morning.|,Greeting,Greeting,,
"|Hi Tag! Hey, so did you have fun with uh, with Joey last night?|",Question,Question,,
|Oh yeah! We went to the Knicks game.|,Answer,Answer,,
|Ohh that's nice.|,Statement Opinion,Acknowledge,,
|Then we went to this bar and he hooked us up with all these women!|,Statement Non Opinion,Statement Non Opinion,,
|Wo-women? You mean like old women?|,Question,Question,,
"|Well kinda old, like 30.|",Answer,Answer,,
|Oh.|,Backchannel,Acknowledge,,
"|And I never used to be able to just talk to girls in bars, but I got like 20 phone numbers last night.|",Statement Non Opinion,Statement Non Opinion,,
"|That's great! Wow man, so Joey must've really taught you some stuff huh?|",Question,Statement Opinion,,
|A little.|,Answer,Answer,,
|Yeah?|,Backchannel,Backchannel,,
|How you doin'?|,Question,Greeting,,
"|Phoebe, we are so proud of you! You're amazing!|",Statement Opinion,Statement Opinion,,
|I know.|,Agreement,Acknowledge,,
|So does it really hurt as bad as they say?|,Question,Question,,
|What did you just say?|,Question,Question,,
|You roll another hard eight and we get married here tonight.|,Answer,Statement Non Opinion,,
|Are you serious?!|,Question,Question,,
|Yes! I love you! I've never loved anybody as much as I love you.|,Answer,Statement Opinion,,
|I've never loved anybody as much as I love you.|,Statement Non Opinion,Statement Opinion,,
"|Okay, so if an eight comes up, we take it as a sign and we do it!|",Others,Statement Non Opinion,,
|What do you say?|,Question,Question,,
|Okay!|,Agreement,Agreement,,
|Okay! Come on! Let's go! All right!|,Command,Command,,
|Okay! That's a four! And where-where's the other one?|,Question,Statement Non Opinion,,
|It went under the table.|,Answer,Statement Non Opinion,,
"|Nobody move! Okay, you look that way; I'll look this way!|",Command,Command,,
|Here it is! Here it is!|,Statement Non Opinion,Statement Non Opinion,,
|That could be a four or a five. It's your call.|,Statement Non Opinion,Statement Opinion,,
|It's a four.|,Statement Non Opinion,Statement Non Opinion,,
|I think so too.|,Agreement,Agreement,,
|Well that's it. I'm done. Whew! There come the meat sweats.|,Statement Non Opinion,Statement Non Opinion,,
"|Well Joey, we're all...we're all very proud of you.|",Statement Non Opinion,Statement Opinion,,
"|Yes, I believe we can expect a call from the President any moment now.|",Statement Non Opinion,Statement Opinion,,
|Is there anything we can do for you?|,Question,Question,,
"|No just, nobody press on my stomach.|",Answer,Command,,
|You can keep those pants by the way.|,Statement Non Opinion,Statement Non Opinion,,
|Whoa--hey--wh-wh-what do you got there? What is that? Pie?|,Question,Question,,
"|Yeah, you want some?|",Question,Question,,
"|Ah, just cut me a little sliver.|",Answer,Command,,
|A little bigger.|,Statement Non Opinion,Command,,
|Little bigger.|,Statement Non Opinion,Command,,
|What?!|,Question,Question,,
|Are you afraid you're gonna run out?!|,Question,Question,,
|Cut me a real piece!|,Command,Command,,
"|Phoebe, oh my God! Wh-wh-what are you doing here?|",Question,Greeting,,
"|I need to talk to you, it's pretty urgent. It's about Monica and Chandler.|",Answer,Statement Non Opinion,,
|Oh my God!|,Others,Acknowledge,,
"|Of course, of course.|",Agreement,Agreement,,
"|Umm, would you please excuse me for a moment?|",Question,Command,,
"|Umm, do you know each other's hometowns?|",Question,Question,,
|Why don't you... Wh-what's going on?|,Question,Question,,
"|Well, umm, not much.|",Answer,Statement Non Opinion,,
"|But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y'know?|",Question,Statement Opinion,,
"|So, could I just move in with you for a couple days?|",Question,Command,,
"|Umm, okay, yeah, sure. But wh-what's wrong with Monica and Chandler?|",Question,Agreement,,
|Nothing..Why?|,Question,Answer,,
"|Phoebe, you said it was urgent!|",Answer,Statement Non Opinion,,
|Oh yeah it is! I'm going to the movies and it starts in like five minutes.|,Statement Non Opinion,Statement Non Opinion,,
|Do you realize I have a classroom full of students?|,Question,Statement Non Opinion,,
"|Oh, I'm sorry. I'm so rude. Does anyone want to come to the movies?|",Question,Apology,,
"|Look, look, there's got to be a way we can work past this.|",Statement Non Opinion,Statement Opinion,,
"|Okay, I can't imagine, I can't imagine my life without you.|",Statement Non Opinion,Statement Opinion,,
"|Without, without these arms, and your face, and this heart.|",Statement Non Opinion,Statement Opinion,,
"|Your good heart Rach, and, and....|",Statement Non Opinion,Statement Opinion,,
|No.|,Disagreement,Disagreement,,
"|I can't, you're a totally different person to me now.|",Disagreement,Statement Opinion,,
"|I used to think of you as somebody that would never, ever hurt me, ever.|",Statement Non Opinion,Statement Opinion,,
"|God, and now I just can't stop picturing with her, I can't, it doesn't matter what you say, or what you do, Ross.|",Statement Non Opinion,Statement Opinion,,
"|It's just changed, everything.|",Statement Non Opinion,Statement Opinion,,
|Forever.|,Statement Non Opinion,Statement Opinion,,
"|Yeah, but this can't be it, I mean.|",Disagreement,Disagreement,,
|Then how come it is?|,Question,Question,,
"|Windows are clean, candels are lit.|",Statement Non Opinion,Statement Non Opinion,,
"|Uh, belt's to tight, gotta change the belt.|",Statement Non Opinion,Statement Non Opinion,,
|Did I turn the fish?|,Question,Question,,
"|No, cause I made lasagne.|",Answer,Statement Non Opinion,,
|Am I out of control?|,Question,Question,,
|Just a touch.|,Answer,Statement Opinion,,
"|Mon, I don't understand.|",Statement Non Opinion,Statement Opinion,,
"|I mean, you've been dating this guy since like, what... his midterms?|",Question,Statement Opinion,,
"|I mean, why all the sudden are you so... Oh.|",Question,Statement Opinion,,
|What?|,Question,Question,,
|Could tonight be the Night?|,Question,Question,,
|I don't know.|,Answer,Statement Opinion,,
|Look he's a great guy and I love being with him but... you know.|,Statement Non Opinion,Statement Opinion,,
"|Things happen, and they happen.|",Statement Non Opinion,Statement Opinion,,
|You don't plan these things.|,Statement Non Opinion,Statement Opinion,,
"|So, did you shave your legs?|",Question,Question,,
|Yeah.|,Answer,Answer,,
|Ross!|,Greeting,Greeting,,
"|Okay, Raymond, Joey you're up.|",Others,Command,,
|Hi!|,Greeting,Greeting,,
"|Okay, uh well, let's try one. Whenever you guys are ready.|",Statement Opinion,Command,,
|Uh-oh.|,Backchannel,Acknowledge,,
|Is there a problem?|,Question,Question,,
"|Well this is noodle soup and uh, I've been working with tomato.|",Answer,Statement Non Opinion,,
"|But that's okay, no problem.|",Agreement,Statement Opinion,,
|No problem.|,Agreement,Statement Opinion,,
"|Hmm, noodle soup.|",Others,Statement Non Opinion,,
"|Y'know, that's-that's fine, but the line is, ""Hmm, soup.""|",Statement Non Opinion,Statement Opinion,,
"|Oh, what did I say?|",Question,Question,,
"|Hmm, noodle soup.|",Answer,Statement Non Opinion,,
|How's that different? Oh! Yeah!|,Question,Acknowledge,,
"|All right, let's try one.|",Answer,Command,,
"|Hmm, noodle soup.|",Others,Statement Non Opinion,,
|Okay. Let's do it again.|,Command,Command,,
|Okay.|,Agreement,Acknowledge,,
"|Hmm, soup. I mean, noodle soup. I mean soup!|",Statement Non Opinion,Statement Non Opinion,,
|COME ON!!!!|,Command,Command,,
|Y'know what? We need to move on.|,Question,Statement Opinion,,
"|No! No! I-I can do it one more time! See? Look! Hmm, noodle soup. Damnit!|",Answer,Disagreement,,
|Okay. Just give us a second. Ross!|,Command,Command,,
|Yeah?|,Agreement,Acknowledge,,
|Give her some money.|,Others,Command,,
|I really think they're out of rooms.|,Statement Opinion,Statement Opinion,,
"|They're not!! Ross, they're just saving them for the important people!! Okay?! What-what if I was the president?!|",Question,Statement Opinion,,
"|Well then we'd be in a lot of trouble, you don't know where any countries are.|",Answer,Statement Opinion,,
|Okay.|,Agreement,Acknowledge,,
"|Uh, say would you umm... Would you mind checking again to see if any umm, private rooms may have opened up?|",Question,Question,,
|This is a hospital.|,Answer,Statement Non Opinion,,
|Y'know what?|,Question,Others,,
|I'd have to say I really don't care for your tone.|,Statement Non Opinion,Statement Opinion,,
|And this is not the only hospital in this city and we have no problem to--Whoa!|,Statement Non Opinion,Statement Opinion,,
|Oh gosh!|,Others,Others,,
|What-what?|,Question,Question,,
|Ow! Ow! Contraction. Ow-ow! Ow-ow!|,Statement Non Opinion,Others,,
|Would you like to see a semi-private room?|,Question,Question,,
"|Yeah, it couldn't hurt to look.|",Answer,Agreement,,
"|I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.|",Statement Non Opinion,Statement Opinion,,
|That's funny. Who are they?|,Question,Question,,
"|The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.|",Answer,Statement Non Opinion,,
|You mean they're lovers.|,Question,Statement Opinion,,
|If you wanna put a label on it.|,Answer,Statement Opinion,,
"|Wow, uh, anything else I should know?|",Question,Question,,
"|Oh God, Ross, I cannot do this.|",Disagreement,Apology,,
"|Okay, quick and painful.|",Others,Statement Non Opinion,,
"|Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.|",Apology,Apology,,
"|Oh, what? What-what?|",Question,Question,,
|Y'know Marcel?|,Question,Statement Non Opinion,,
|...Yeah?|,Answer,Acknowledge,,
"|Well, I kind of... I kind of lost him.|",Statement Non Opinion,Apology,,
|Hi Pheebs!|,Greeting,Greeting,,
|Hi!|,Greeting,Greeting,,
|How are ya?|,Question,Question,,
|Good.|,Answer,Answer,,
"|Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy's cell phone?|",Question,Statement Non Opinion,,
|Yeah.|,Answer,Acknowledge,,
|And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?|,Question,Statement Non Opinion,,
|Yeah!|,Answer,Acknowledge,,
|And do you remember going into my purse and stealing the phone?!|,Question,Statement Non Opinion,,
"|Ooh, now you lost me.|",Answer,Disagreement,,
|You stole the phone!|,Question,Statement Non Opinion,,
|No I didn't!|,Answer,Disagreement,,
"|No? So you're saying that if I called it, it wouldn't ring?|",Question,Question,,
"|No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag. Oh, it does work!|",Answer,Answer,,
|Phoebe!|,Greeting,Statement Non Opinion,,
|It's not here.|,Statement Non Opinion,Statement Non Opinion,,
"|Puzzler. A bit of a puzzle. Why don't you um, check the copy room, maybe you left the contracts in there?|",Question,Command,,
|How could I have left them in the copy room?|,Question,Question,,
|I don't know Tag! How can your genitals make phone calls? Okay? It's not a perfect world! Just go please.|,Answer,Statement Opinion,,
|Fine.|,Agreement,Acknowledge,,
|How ya doin'? Welcome. Good to see ya!|,Greeting,Greeting,,
|This will be your phone.|,Statement Non Opinion,Statement Non Opinion,,
"|That's great. But uh, I'm not really expecting a lot of calls.|",Statement Non Opinion,Statement Opinion,,
|No you answer it and take pledges.|,Disagreement,Command,,
|But I'm the host!|,Statement Non Opinion,Statement Opinion,,
"|No, Gary Collins is the host. You'll be answering the phones.|",Disagreement,Statement Non Opinion,,
"|You don't seem to understand. See, I was Dr. Drake Remoray.|",Statement Opinion,Statement Opinion,,
"|Well, here's your phone doctor.|",Statement Non Opinion,Statement Non Opinion,,
|Hey guys.|,Greeting,Greeting,,
|Hey Gunther. Hi. I mean you're going out on a date with the noisy guy upstairs?|,Greeting,Question,,
"|Well, he's very charming.|",Statement Opinion,Statement Opinion,,
"|I know, he's too charming, but if you two start going out, then it's just gonna make it so much harder for me to hate him.|",Agreement,Statement Opinion,,
"|Well, you're just gonna have to try.|",Statement Non Opinion,Command,,
"|Joey, where are the|",Question,Question,,
"|I don't know, Chandler is supposed to be passin' 'em around...|",Answer,Answer,,
"|Okay, ten blocks down. Five to go.|",Statement Non Opinion,Statement Non Opinion,,
|Oh wait! Stop! Stop! Stop!|,Command,Command,,
|Oh I'm sorry! Do you need a break?|,Apology,Apology,,
|My boots in tan! Hey! Can you get a little closer so I can see the price?|,Question,Question,,
|I can see it from right here. It'll cost you one husband.|,Answer,Statement Opinion,,
"|Okay, I'm sorry. I think I can walk the rest of the way now. Just-just give me my boots.|",Apology,Apology,,
|Come on more!|,Command,Command,,
|Oh God!|,Others,Acknowledge,,
"|Yeah, you like that don't you?|",Question,Statement Opinion,,
|Oh yeah right there!|,Answer,Acknowledge,,
|You want it there? You take it there baby!|,Question,Command,,
|Uh Phoebe?|,Question,Question,,
"|Yeah, say my name. Say it! And now I'm going to cover you back up, and umm we're never doing this again.|",Answer,Command,,
|Happy?! Is that what I'm supposed to be Vic? Happy?|,Question,Disagreement,,
"|Well, why don't you tell me what you're supposed to be!|",Question,Question,,
|Huh?|,Others,Backchannel,,
|Because I sure as hell can't figure it out!|,Statement Non Opinion,Statement Non Opinion,,
|I talk to you and it's nothin'.|,Statement Non Opinion,Statement Non Opinion,,
"|You look at me, and nothin'.|",Statement Non Opinion,Statement Non Opinion,,
|Nothing.|,Statement Non Opinion,Statement Non Opinion,,
"|You guys make me fly! High! Okay, we're gonna pick it up here, tomorrow.|",Statement Non Opinion,Statement Opinion,,
"|Well, that was ah...|",Others,Acknowledge,,
|What?! What are you doing?!|,Question,Question,,
|Do you know what just happened?|,Question,Question,,
|Yeah. We-we had sex and then we fell asleep.|,Answer,Answer,,
|No. We were in the middle of sex...and|,Disagreement,Disagreement,,
"|Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!|",Disagreement,Disagreement,,
"|Don't worry, Chandler, it's not a globe of the United States.|",Statement Opinion,Statement Non Opinion,,
|Hey you guys I'm gonna go out and take a walk.|,Statement Non Opinion,Greeting,,
"|Phoebe, why is your bag moving?|",Question,Question,,
"|Oh, it's not!|",Answer,Statement Non Opinion,,
"|Seriously, it's moving!|",Statement Non Opinion,Statement Non Opinion,,
|What the hell is in there?|,Question,Question,,
|It's just my knitting that's all! Yes! I knit this. I'm very good.|,Answer,Statement Opinion,,
|There will come a time in each of your careers when you'll have a chance to screw over another soap opera actor.|,Statement Non Opinion,Statement Non Opinion,,
"|I had such an opportunity in the recent, present.|",Statement Non Opinion,Statement Non Opinion,,
"|And I'm ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.|",Statement Non Opinion,Statement Opinion,,
"|Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.|",Agreement,Statement Non Opinion,,
"|And now, he's got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I'm stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.|",Statement Non Opinion,Statement Opinion,,
"|I'm sorry, I'm sorry, I'm sorry.|",Apology,Apology,,
|Thank you.|,Acknowledge,Acknowledge,,
|Rach?|,Greeting,Greeting,,
|I'll be out in a second.|,Statement Non Opinion,Statement Non Opinion,,
|Oh. It's just so unexpected! I...I uh...Boy I'll tell you it's just such an honor to be nominated for a|,Statement Non Opinion,Statement Opinion,,
"|Honey, we have to go. Our reservations are at 8:00.|",Statement Non Opinion,Command,,
|in Reservations at 8:00 by Neil Simon. Thank-thank you Neil. Thank you for the words.|,Others,Statement Opinion,,
"|Okay honey, you can finish this later we're gonna be late. We gotta go.|",Statement Opinion,Command,,
"|Please, don't play the music. Just uh one more.|",Command,Command,,
|I can't believe you don't want to know.|,Statement Non Opinion,Disagreement,,
"|I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....|",Statement Non Opinion,Statement Non Opinion,,
|And Monica knows...|,Statement Non Opinion,Statement Non Opinion,,
"|Wha, heh, how could you know, I don't even know!|",Statement Non Opinion,Question,,
"|Carol called me to thank me for the lasagna, I asked, she told me.|",Statement Non Opinion,Statement Non Opinion,,
|So what's it gonna be?|,Question,Question,,
"|Wait--oh--hey--huh, oh great now he knows, and I don't know!|",Disagreement,Statement Opinion,,
"|I'm sorry, I'm just excited about being an aunt!|",Apology,Apology,,
|Or an uncle...|,Others,Statement Non Opinion,,
|Hey Phoebe!|,Greeting,Greeting,,
|Hi Pheebs!|,Greeting,Greeting,,
|Pheebs!|,Greeting,Greeting,,
|Fine!|,Acknowledge,Acknowledge,,
"|Phoebe, what's the matter?|",Question,Question,,
"|Nothing, I'm sorry, I'm just, I'm out of sorts.|",Answer,Apology,,
"|Oh, right, that's me!|",Agreement,Acknowledge,,
"|Hey, Chandler, that table place closes at 7, come on.|",Greeting,Command,,
|Fine.|,Acknowledge,Acknowledge,,
"|Phoebe, what is it?|",Question,Question,,
"|All right, you know Paolo?|",Question,Statement Non Opinion,,
"|I'm familiar with his work, yes...|",Answer,Statement Opinion,,
"|Well, he made a move on me.|",Statement Non Opinion,Statement Non Opinion,,
"|Whoa, store will be open tomorrow!|",Others,Statement Non Opinion,,
"|More coffee over here, please!|",Others,Command,,
|Hey.|,Greeting,Greeting,,
"|Hey. What, what are you doing here?|",Question,Question,,
"|Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.|",Answer,Apology,,
"|Yeah, oh, but oh...|",Agreement,Acknowledge,,
"|Look now, Phoebe remember, hey, their just fulfilling their Christmas....|",Others,Statement Non Opinion,,
|Destiny.|,Statement Non Opinion,Statement Non Opinion,,
|Sure.|,Agreement,Agreement,,
|Yes.|,Agreement,Agreement,,
|All right.|,Acknowledge,Acknowledge,,
|Okay. Yikes! That one doesn't look very fulfilled.|,Statement Non Opinion,Statement Opinion,,
"|Oh, that's, that's ah, one of the old ones, he's just taking it to the back.|",Statement Non Opinion,Statement Non Opinion,,
"|You keep the old ones in the back, that is so ageist.|",Statement Opinion,Statement Opinion,,
|Well we have to make room for the fresh ones.|,Statement Non Opinion,Statement Non Opinion,,
"|So, what happens to the old guys?|",Question,Question,,
"|Well, they go into the chipper.|",Answer,Statement Non Opinion,,
"|Why, do I have a feeling that's not as happy as it sounds? No! Nooooo!!!|",Question,Statement Opinion,,
|Hey! Hey!!|,Others,Greeting,,
|Light still out?|,Question,Question,,
|Yeah.|,Answer,Answer,,
|Oh. Maybe they're- napping.|,Statement Non Opinion,Statement Non Opinion,,
"|Oh please, they're having sex.|",Statement Non Opinion,Statement Opinion,,
|Shut up!|,Command,Command,,
"|So, whaddya think George is like?|",Question,Question,,
|I think he's shy.|,Answer,Statement Opinion,,
|Yeah?|,Question,Backchannel,,
|Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.|,Answer,Statement Opinion,,
