Text,DS_emotion
42,**
    Action-oriented response,
"|1.  - Joey - Hi. Um-  My luggage didn't come out of the conveyor thingy. 2. - Fey - . Hmm. Hmm. 3. - Joey - . So, um, what do I do? 4. - Fey - . How long ago was that? 5. - Joey - . Uh- Like, an hour and a half ago.  I talked to somebody who was standing out there and they said wait.  Sometimes like random butt- pieces come out late. 6. - Fey - . Uh-Hmm. 7. - Joey - . And so I waited there, but nothing came. 8. - Fey - . Um, okay.  Well, you can fly- file a claim.  Where were you coming from? 9. - Joey - . I was coming from um the Midwest, like Iowa. 10. - Fey - . So, within the country, though? umm 11. - Joey - . Yeah, I know I was in the country.  I mean, it's not that complicated. 12. - Fey - . Yeah, well the chances of it being lost forever, you know, are slight because -- -- you were in the -- 13. - Joey - . Well, I would hope so. 14. - Fey - . Well, I mean, you know that happens pretty often that sometimes baggage -- -- gets lost. 15. - Joey - . People lose -- 16. - Joey - . forever? 17. - Fey - . yeah. 18. - Joey - . You know, this is actually, I mean it's -- it's a really important piece of luggage. 19. - Fey - . Okay. 20. - Joey - . I mean, it's not big or anything like that.  I mean, it's not worth a lot of money or anything. 21. - Fey - . Did you have insurance on your flight? 22. - Joey - . No.  I mean, don't you get insurance when you buy your ticket or something? 23. - Fey - . No, you have to buy it now.  It's like thirty dollar extra. 24. - Joey - . Well, no one even told me about that.  Like, why would I think to buy insurance?  I was- It's like a three hour flight. 25. - Fey - . well, it's something that worth 26. - Fey - . yeah, I don't know. 27. - Joey - . How can you lose my luggage like from like, in -- 28. - Fey - . Chances are it's probably just you know -- taking time being um- unloaded from the airplane. 29. - Joey - .  -- four hundred miles? 30. - Joey - . I should hope so.  You know, I need that today. 31. - Fey - . Um, well, there's not much I can do.  I can, you can file this report and we'll call you when it comes in. 32. - Joey - . Let me explain to you what the problem is.  My grandfather's remains are in that bag.  And I have to, like, distribute them today.  We're suppose to, you know, throw them out to the sea today. 33. - Fey - . wow. 34. - Fey - . Wow.  Well, that's really important, obviously.  But, um -- 35. - Joey - . Yeah.  I mean, if you have a suggestion, like, it would be great to help me out here. 36. - Fey - . Uh- Actually, I don't know that that's legal. Um- it is the issue 37. - Joey - . Well, I don't care if it's legal.  It's happened.  It's already done. 38. - Fey - . Yeah I mean, Your bag might have been confiscated because it's -- 39. - Joey - . Well, could you tell me if it's been confiscated then. 40. - Fey - . -- it's a biohazard. so- um 41. - Joey - . I mean, some information here would be great.  Some help.  Can you, like, type something in and find out? 42. - Fey - . Yeah.  Let me just call security. 43. - Joey - . That would be great.  Thank you very much. 44. - Fey - . [LAUGHTER] Okay.  Hold on. 45. - Joey - . Thank you|",
43,**
    Gratitude (no direct category),
"|1.  - Joey - Hi. Um-  My luggage didn't come out of the conveyor thingy. 2. - Fey - . Hmm. Hmm. 3. - Joey - . So, um, what do I do? 4. - Fey - . How long ago was that? 5. - Joey - . Uh- Like, an hour and a half ago.  I talked to somebody who was standing out there and they said wait.  Sometimes like random butt- pieces come out late. 6. - Fey - . Uh-Hmm. 7. - Joey - . And so I waited there, but nothing came. 8. - Fey - . Um, okay.  Well, you can fly- file a claim.  Where were you coming from? 9. - Joey - . I was coming from um the Midwest, like Iowa. 10. - Fey - . So, within the country, though? umm 11. - Joey - . Yeah, I know I was in the country.  I mean, it's not that complicated. 12. - Fey - . Yeah, well the chances of it being lost forever, you know, are slight because -- -- you were in the -- 13. - Joey - . Well, I would hope so. 14. - Fey - . Well, I mean, you know that happens pretty often that sometimes baggage -- -- gets lost. 15. - Joey - . People lose -- 16. - Joey - . forever? 17. - Fey - . yeah. 18. - Joey - . You know, this is actually, I mean it's -- it's a really important piece of luggage. 19. - Fey - . Okay. 20. - Joey - . I mean, it's not big or anything like that.  I mean, it's not worth a lot of money or anything. 21. - Fey - . Did you have insurance on your flight? 22. - Joey - . No.  I mean, don't you get insurance when you buy your ticket or something? 23. - Fey - . No, you have to buy it now.  It's like thirty dollar extra. 24. - Joey - . Well, no one even told me about that.  Like, why would I think to buy insurance?  I was- It's like a three hour flight. 25. - Fey - . well, it's something that worth 26. - Fey - . yeah, I don't know. 27. - Joey - . How can you lose my luggage like from like, in -- 28. - Fey - . Chances are it's probably just you know -- taking time being um- unloaded from the airplane. 29. - Joey - .  -- four hundred miles? 30. - Joey - . I should hope so.  You know, I need that today. 31. - Fey - . Um, well, there's not much I can do.  I can, you can file this report and we'll call you when it comes in. 32. - Joey - . Let me explain to you what the problem is.  My grandfather's remains are in that bag.  And I have to, like, distribute them today.  We're suppose to, you know, throw them out to the sea today. 33. - Fey - . wow. 34. - Fey - . Wow.  Well, that's really important, obviously.  But, um -- 35. - Joey - . Yeah.  I mean, if you have a suggestion, like, it would be great to help me out here. 36. - Fey - . Uh- Actually, I don't know that that's legal. Um- it is the issue 37. - Joey - . Well, I don't care if it's legal.  It's happened.  It's already done. 38. - Fey - . Yeah I mean, Your bag might have been confiscated because it's -- 39. - Joey - . Well, could you tell me if it's been confiscated then. 40. - Fey - . -- it's a biohazard. so- um 41. - Joey - . I mean, some information here would be great.  Some help.  Can you, like, type something in and find out? 42. - Fey - . Yeah.  Let me just call security. 43. - Joey - . That would be great.  Thank you very much. 44. - Fey - . [LAUGHTER] Okay.  Hold on. 45. - Joey - . Thank you|",
44,**
"    Directive (""Hold on"")",
"|1.  - Joey - Hi. Um-  My luggage didn't come out of the conveyor thingy. 2. - Fey - . Hmm. Hmm. 3. - Joey - . So, um, what do I do? 4. - Fey - . How long ago was that? 5. - Joey - . Uh- Like, an hour and a half ago.  I talked to somebody who was standing out there and they said wait.  Sometimes like random butt- pieces come out late. 6. - Fey - . Uh-Hmm. 7. - Joey - . And so I waited there, but nothing came. 8. - Fey - . Um, okay.  Well, you can fly- file a claim.  Where were you coming from? 9. - Joey - . I was coming from um the Midwest, like Iowa. 10. - Fey - . So, within the country, though? umm 11. - Joey - . Yeah, I know I was in the country.  I mean, it's not that complicated. 12. - Fey - . Yeah, well the chances of it being lost forever, you know, are slight because -- -- you were in the -- 13. - Joey - . Well, I would hope so. 14. - Fey - . Well, I mean, you know that happens pretty often that sometimes baggage -- -- gets lost. 15. - Joey - . People lose -- 16. - Joey - . forever? 17. - Fey - . yeah. 18. - Joey - . You know, this is actually, I mean it's -- it's a really important piece of luggage. 19. - Fey - . Okay. 20. - Joey - . I mean, it's not big or anything like that.  I mean, it's not worth a lot of money or anything. 21. - Fey - . Did you have insurance on your flight? 22. - Joey - . No.  I mean, don't you get insurance when you buy your ticket or something? 23. - Fey - . No, you have to buy it now.  It's like thirty dollar extra. 24. - Joey - . Well, no one even told me about that.  Like, why would I think to buy insurance?  I was- It's like a three hour flight. 25. - Fey - . well, it's something that worth 26. - Fey - . yeah, I don't know. 27. - Joey - . How can you lose my luggage like from like, in -- 28. - Fey - . Chances are it's probably just you know -- taking time being um- unloaded from the airplane. 29. - Joey - .  -- four hundred miles? 30. - Joey - . I should hope so.  You know, I need that today. 31. - Fey - . Um, well, there's not much I can do.  I can, you can file this report and we'll call you when it comes in. 32. - Joey - . Let me explain to you what the problem is.  My grandfather's remains are in that bag.  And I have to, like, distribute them today.  We're suppose to, you know, throw them out to the sea today. 33. - Fey - . wow. 34. - Fey - . Wow.  Well, that's really important, obviously.  But, um -- 35. - Joey - . Yeah.  I mean, if you have a suggestion, like, it would be great to help me out here. 36. - Fey - . Uh- Actually, I don't know that that's legal. Um- it is the issue 37. - Joey - . Well, I don't care if it's legal.  It's happened.  It's already done. 38. - Fey - . Yeah I mean, Your bag might have been confiscated because it's -- 39. - Joey - . Well, could you tell me if it's been confiscated then. 40. - Fey - . -- it's a biohazard. so- um 41. - Joey - . I mean, some information here would be great.  Some help.  Can you, like, type something in and find out? 42. - Fey - . Yeah.  Let me just call security. 43. - Joey - . That would be great.  Thank you very much. 44. - Fey - . [LAUGHTER] Okay.  Hold on. 45. - Joey - . Thank you|",
45,Thank you**
    Gratitude,
"|1.  - Fey - Ryan, what's wrong? 2. - Joey - . I just got some bad news. 3. - Fey - . What? 4. - Joey - . My friend, Shotty, passed away. 5. - Fey - . Oh, I'm so sorry 6. - Joey - . The end, he's been sick for awhile.  He had cancer. 7. - Fey - . Oh, my gosh. 8. - Joey - . Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything. 9. - Fey - . Yeah. 10. - Joey - . You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna -- 11. - Joey - . he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life. 12. - Fey - . Yeah. 13. - Fey - . What did he do? 14. - Joey - . He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was -- 15. - Joey - . he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life. 16. - Joey - . And he's gone now and I  -- I just can't believe it. 17. - Fey - . Yeah.  I'm so sorry. 18. - Joey - . I mean, one second you think, you know, you're just having a conversation and then -- 19. - Joey - . you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time. 20. - Fey - . You guys have been- 21. - Joey - . And now I don't have that person anymore, you know.  And it's -- -- it's just, you. 22. - Fey - . Yeah. 23. - Joey - . You think that things get easier, you know, as you as you get older and you - 24. - Joey - . and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's- 25. - Fey - . I'm sorry. I- 26. - Joey - . You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know? 27. - Joey - . And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point? 28. - Joey - . All the best people die, all the bad people live and they make life shitty for you anyway. 29. - Fey - . Wow, Ryan I know that you are hurting right now but I don't think you always feel like that. 30. - Joey - . No, you're right.  I don't.  You're right. 31. - Joey - . Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it. 32. - Fey - . Yeah. I understand.  I think it's really healthy to grieve. 33. - Joey - . I just miss him. 34. - Fey - . If there's anything I can do to be there for you. 35. - Joey - . Thanks.|","Based on the dialogical act categories, here's the classification for each sentence:"
"|1.  - Fey - Ryan, what's wrong? 2. - Joey - . I just got some bad news. 3. - Fey - . What? 4. - Joey - . My friend, Shotty, passed away. 5. - Fey - . Oh, I'm so sorry 6. - Joey - . The end, he's been sick for awhile.  He had cancer. 7. - Fey - . Oh, my gosh. 8. - Joey - . Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything. 9. - Fey - . Yeah. 10. - Joey - . You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna -- 11. - Joey - . he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life. 12. - Fey - . Yeah. 13. - Fey - . What did he do? 14. - Joey - . He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was -- 15. - Joey - . he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life. 16. - Joey - . And he's gone now and I  -- I just can't believe it. 17. - Fey - . Yeah.  I'm so sorry. 18. - Joey - . I mean, one second you think, you know, you're just having a conversation and then -- 19. - Joey - . you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time. 20. - Fey - . You guys have been- 21. - Joey - . And now I don't have that person anymore, you know.  And it's -- -- it's just, you. 22. - Fey - . Yeah. 23. - Joey - . You think that things get easier, you know, as you as you get older and you - 24. - Joey - . and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's- 25. - Fey - . I'm sorry. I- 26. - Joey - . You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know? 27. - Joey - . And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point? 28. - Joey - . All the best people die, all the bad people live and they make life shitty for you anyway. 29. - Fey - . Wow, Ryan I know that you are hurting right now but I don't think you always feel like that. 30. - Joey - . No, you're right.  I don't.  You're right. 31. - Joey - . Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it. 32. - Fey - . Yeah. I understand.  I think it's really healthy to grieve. 33. - Joey - . I just miss him. 34. - Fey - . If there's anything I can do to be there for you. 35. - Joey - . Thanks.|",
1,"**Question** - ""Ryan, what's wrong?"" (seeking information)"
2,""" (factual statement)"
3,"**Question** - ""What?"" (request for elaboration)"
4,""" (factual report)"
5,"**Apology** - ""Oh, I'm so sorry"" (expression of sympathy)"
6,""" (factual background)"
7,""" (reacting to news)"
8,""" (personal perspective)"
9,""" (minimal response to show listening)"
10,""" (sharing personal reflections)"
11,""" (subjective praise)"
12,""" (minimal response)"
13,"**Question** - ""What did he do?"" (seeking specifics)"
14,""" (factual description)"
15,""" (subjective assessment)"
16,""" (emotional expression)"
17,""" (sympathy; ""yeah"" is backchannel but overall apology dominates)"
18,""" (philosophical reflection)"
19,""" (personal sentiment)"
20,"**Other** - ""You guys have been-"" (incomplete utterance)"
21,""" (emotional disclosure)"
22,""" (minimal response)"
23,""" (generalized belief)"
24,""" (pessimistic view)"
25,"I-"" (sympathy; utterance cut off)"
26,""" (reflective opinion)"
27,"what's the point?"" (frustrated perspective)"
28,""" (cynical viewpoint)"
29,""" (politely countering)"
30,""" (conceding)"
31,""" (mixed agreement + personal feeling)"
32,""" (opinion on coping)"
33,""" (emotional statement)"
34,""" (offer of support; factual intent)"
35,""" (gratitude)"
"|1.  - Fey - Ryan, what's wrong? 2. - Joey - . I just got some bad news. 3. - Fey - . What? 4. - Joey - . My friend, Shotty, passed away. 5. - Fey - . Oh, I'm so sorry 6. - Joey - . The end, he's been sick for awhile.  He had cancer. 7. - Fey - . Oh, my gosh. 8. - Joey - . Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything. 9. - Fey - . Yeah. 10. - Joey - . You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna -- 11. - Joey - . he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life. 12. - Fey - . Yeah. 13. - Fey - . What did he do? 14. - Joey - . He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was -- 15. - Joey - . he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life. 16. - Joey - . And he's gone now and I  -- I just can't believe it. 17. - Fey - . Yeah.  I'm so sorry. 18. - Joey - . I mean, one second you think, you know, you're just having a conversation and then -- 19. - Joey - . you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time. 20. - Fey - . You guys have been- 21. - Joey - . And now I don't have that person anymore, you know.  And it's -- -- it's just, you. 22. - Fey - . Yeah. 23. - Joey - . You think that things get easier, you know, as you as you get older and you - 24. - Joey - . and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's- 25. - Fey - . I'm sorry. I- 26. - Joey - . You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know? 27. - Joey - . And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point? 28. - Joey - . All the best people die, all the bad people live and they make life shitty for you anyway. 29. - Fey - . Wow, Ryan I know that you are hurting right now but I don't think you always feel like that. 30. - Joey - . No, you're right.  I don't.  You're right. 31. - Joey - . Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it. 32. - Fey - . Yeah. I understand.  I think it's really healthy to grieve. 33. - Joey - . I just miss him. 34. - Fey - . If there's anything I can do to be there for you. 35. - Joey - . Thanks.|",
"|1.  - Fey - Ryan, what's wrong? 2. - Joey - . I just got some bad news. 3. - Fey - . What? 4. - Joey - . My friend, Shotty, passed away. 5. - Fey - . Oh, I'm so sorry 6. - Joey - . The end, he's been sick for awhile.  He had cancer. 7. - Fey - . Oh, my gosh. 8. - Joey - . Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything. 9. - Fey - . Yeah. 10. - Joey - . You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna -- 11. - Joey - . he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life. 12. - Fey - . Yeah. 13. - Fey - . What did he do? 14. - Joey - . He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was -- 15. - Joey - . he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life. 16. - Joey - . And he's gone now and I  -- I just can't believe it. 17. - Fey - . Yeah.  I'm so sorry. 18. - Joey - . I mean, one second you think, you know, you're just having a conversation and then -- 19. - Joey - . you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time. 20. - Fey - . You guys have been- 21. - Joey - . And now I don't have that person anymore, you know.  And it's -- -- it's just, you. 22. - Fey - . Yeah. 23. - Joey - . You think that things get easier, you know, as you as you get older and you - 24. - Joey - . and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's- 25. - Fey - . I'm sorry. I- 26. - Joey - . You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know? 27. - Joey - . And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point? 28. - Joey - . All the best people die, all the bad people live and they make life shitty for you anyway. 29. - Fey - . Wow, Ryan I know that you are hurting right now but I don't think you always feel like that. 30. - Joey - . No, you're right.  I don't.  You're right. 31. - Joey - . Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it. 32. - Fey - . Yeah. I understand.  I think it's really healthy to grieve. 33. - Joey - . I just miss him. 34. - Fey - . If there's anything I can do to be there for you. 35. - Joey - . Thanks.|",**Key**:
"|1.  - Fey - Ryan, what's wrong? 2. - Joey - . I just got some bad news. 3. - Fey - . What? 4. - Joey - . My friend, Shotty, passed away. 5. - Fey - . Oh, I'm so sorry 6. - Joey - . The end, he's been sick for awhile.  He had cancer. 7. - Fey - . Oh, my gosh. 8. - Joey - . Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything. 9. - Fey - . Yeah. 10. - Joey - . You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna -- 11. - Joey - . he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life. 12. - Fey - . Yeah. 13. - Fey - . What did he do? 14. - Joey - . He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was -- 15. - Joey - . he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life. 16. - Joey - . And he's gone now and I  -- I just can't believe it. 17. - Fey - . Yeah.  I'm so sorry. 18. - Joey - . I mean, one second you think, you know, you're just having a conversation and then -- 19. - Joey - . you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time. 20. - Fey - . You guys have been- 21. - Joey - . And now I don't have that person anymore, you know.  And it's -- -- it's just, you. 22. - Fey - . Yeah. 23. - Joey - . You think that things get easier, you know, as you as you get older and you - 24. - Joey - . and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's- 25. - Fey - . I'm sorry. I- 26. - Joey - . You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know? 27. - Joey - . And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point? 28. - Joey - . All the best people die, all the bad people live and they make life shitty for you anyway. 29. - Fey - . Wow, Ryan I know that you are hurting right now but I don't think you always feel like that. 30. - Joey - . No, you're right.  I don't.  You're right. 31. - Joey - . Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it. 32. - Fey - . Yeah. I understand.  I think it's really healthy to grieve. 33. - Joey - . I just miss him. 34. - Fey - . If there's anything I can do to be there for you. 35. - Joey - . Thanks.|","- **Question**: Direct inquiry (1, 3, 13)  "
"|1.  - Fey - Ryan, what's wrong? 2. - Joey - . I just got some bad news. 3. - Fey - . What? 4. - Joey - . My friend, Shotty, passed away. 5. - Fey - . Oh, I'm so sorry 6. - Joey - . The end, he's been sick for awhile.  He had cancer. 7. - Fey - . Oh, my gosh. 8. - Joey - . Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything. 9. - Fey - . Yeah. 10. - Joey - . You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna -- 11. - Joey - . he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life. 12. - Fey - . Yeah. 13. - Fey - . What did he do? 14. - Joey - . He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was -- 15. - Joey - . he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life. 16. - Joey - . And he's gone now and I  -- I just can't believe it. 17. - Fey - . Yeah.  I'm so sorry. 18. - Joey - . I mean, one second you think, you know, you're just having a conversation and then -- 19. - Joey - . you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time. 20. - Fey - . You guys have been- 21. - Joey - . And now I don't have that person anymore, you know.  And it's -- -- it's just, you. 22. - Fey - . Yeah. 23. - Joey - . You think that things get easier, you know, as you as you get older and you - 24. - Joey - . and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's- 25. - Fey - . I'm sorry. I- 26. - Joey - . You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know? 27. - Joey - . And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point? 28. - Joey - . All the best people die, all the bad people live and they make life shitty for you anyway. 29. - Fey - . Wow, Ryan I know that you are hurting right now but I don't think you always feel like that. 30. - Joey - . No, you're right.  I don't.  You're right. 31. - Joey - . Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it. 32. - Fey - . Yeah. I understand.  I think it's really healthy to grieve. 33. - Joey - . I just miss him. 34. - Fey - . If there's anything I can do to be there for you. 35. - Joey - . Thanks.|","- **Statement Non Opinion**: Factual/neutral info (2, 4, 6, 14, 34)  "
"|1.  - Fey - Ryan, what's wrong? 2. - Joey - . I just got some bad news. 3. - Fey - . What? 4. - Joey - . My friend, Shotty, passed away. 5. - Fey - . Oh, I'm so sorry 6. - Joey - . The end, he's been sick for awhile.  He had cancer. 7. - Fey - . Oh, my gosh. 8. - Joey - . Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything. 9. - Fey - . Yeah. 10. - Joey - . You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna -- 11. - Joey - . he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life. 12. - Fey - . Yeah. 13. - Fey - . What did he do? 14. - Joey - . He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was -- 15. - Joey - . he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life. 16. - Joey - . And he's gone now and I  -- I just can't believe it. 17. - Fey - . Yeah.  I'm so sorry. 18. - Joey - . I mean, one second you think, you know, you're just having a conversation and then -- 19. - Joey - . you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time. 20. - Fey - . You guys have been- 21. - Joey - . And now I don't have that person anymore, you know.  And it's -- -- it's just, you. 22. - Fey - . Yeah. 23. - Joey - . You think that things get easier, you know, as you as you get older and you - 24. - Joey - . and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's- 25. - Fey - . I'm sorry. I- 26. - Joey - . You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know? 27. - Joey - . And I don't know why people don't just tell you off the bat that it's just gonna suck anyway.  You know, like, what's the point? 28. - Joey - . All the best people die, all the bad people live and they make life shitty for you anyway. 29. - Fey - . Wow, Ryan I know that you are hurting right now but I don't think you always feel like that. 30. - Joey - . No, you're right.  I don't.  You're right. 31. - Joey - . Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it. 32. - Fey - . Yeah. I understand.  I think it's really healthy to grieve. 33. - Joey - . I just miss him. 34. - Fey - . If there's anything I can do to be there for you. 35. - Joey - . Thanks.|","- **Statement Opinion**: Personal views/emotions (8, 10, 11, 15, 16, 18, 19, 21, 23, 24, 26, 27, 28, 31, 32, 33)  "
