Text,DS_r1_emotion
"|She's actually from England, I think.  Well she- she spoke English but she had an accent. I didn't even ask.|",Statement Non Opinion
|That's so cool. Uh huh.|,Backchannel
|[LAUGHTER] Why did she pick you? Where were you?|,Question
"|Fifty thousand dollars. Fifty thousand dollars. I was just out... I just... she's - well, she's a friend of friend but like...|",Statement Opinion
|You were at a party? And she's like hey. You seem unattached she's like.|,Question
"|Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...|",Statement Opinion
|That's unbelievable... Yeah.|,Statement Opinion
|Well I've known people who have done this before. Yeah.  You just- it's really fun actually 'cause you have like a fake engagement party and all your friends come over and like...|,Statement Opinion
|Have you?|,Question
|It's like I'm really going to get married. We'll have like the whole thing.|,Statement Opinion
"|Oh, good. [LAUGHTER]|",Acknowledge
"|Yeah. Yeah. And then yeah, and then you know like you could like you could do like like sock her for a lot of money|",Command
|I know. What do you think I should-|,Question
"|Like make her rent the apartment that you two have to live together in, you know. And you won't pay any rent or you pay like, a hundred bucks a month or something.|",Command
|Oh good idea.|,Agreement
|Yeah.  Make her like open the bank account and stuff too.|,Command
|Yeah.|,Agreement
|It's a good idea.|,Statement Opinion
"|Dude, you lucked out.|",Acknowledge
|I know.  Also I get to like plan the wedding now too. That will be fun.|,Statement Opinion
"|Yeah.  My colors are blush and beige what is it, do you know?|",Question
"|Something blue, something new, something... no I don't know. [LAUGHTER] So yeah, wonder if she's going to pay me up front but do you think it's bad though, do you think they're going to like track the money or something?|",Amusement
|Oh I don't know. [LAUGHTER]|,Backchannel
|I don't know get it in cash.|,Statement Non Opinion
|Just cash hardcore.|,Statement Opinion
|Yeah.|,Backchannel
|What should we do?  Where should we get married? We should have party.|,Question
|How exciting. You should have a wedding on the beach.|,Statement Opinion
"|Yeah, like a big like- A wedding on the beach, that would be nice.|",Statement Opinion
"|Yeah, at night.|",Answer
|And then we can honeymoon.  I want to go tropical though like Bahamas- --or like Tahiti or something. I just want to like beach and like drink.|,Statement Opinion
"|Oh yeah, absolutely, absolutely.|",Agreement
|How exciting.  You should make her bring all your friends too.|,Statement Opinion
|I'll make her pay for that.  I hear she's like totally wealthy. She's like royalty- --or something like and- --whatever like removed or something but yeah.|,Anger
|[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.|,Statement Opinion
|Incredible.|,Statement Opinion
|I'm going to marry a blue blood. [LAUGHTER]|,Statement Opinion
"|you're a lucky, lucky, lucky man.|",Statement Opinion
|Will you help me plan?|,Question
"|Oh, totally. Yeah.|",Agreement
|Good.|,Acknowledge
|You seem kind of down.|,Statement Opinion
|I'm just mad.|,Statement Opinion
|How come?|,Question
|It's--I've been trying to find this job I can't get any job.|,Frustration
|It's not fair.|,Disagreement
|What do you mean?|,Question
"|I mean I've been looking for a job for like three years and I can't get a job.  I mean like, it's America, right?  I should be able to get a job.|",Statement Opinion
|There's a lot of people looking for jobs.|,Statement Non Opinion
"|I guess.  But three years?  I mean, I like--I went to college even, I mean I didn't finish but I went for like a little bit.  It's not fair, I don't know.|",Frustration
"|I don't know, I mean, I just don't think...|",Acknowledge
"|I mean I've been sending out my resumes and doing everything I can do but nothing is happening.  You know, it's like I can't and I can't keep living on loans anymore like this.  I'm going to--I mean eventually I'm going to have to pay it back. I'm just kind of freaking out, I don't know.|",Statement Opinion
|Did you ever think it might be your attitude that's...|,Disagreement
"|What's my--like what do you mean ""my attitude""?|",Question
"|I don't know just sometimes you get kind of... No, I'm not saying that.  I just--|",Others
|Do I have an attitude problem?|,Question
"|No, well maybe it's because I'm like frustrated 'cause I can't get a job, you know.|",Frustration
|...has anyone ever just said anything like that to you before?|,Question
"|Like it's really hard to like shake that off when you go into like audition a room or whatever, you know what I mean?|",Statement Opinion
"|Right, sure.|",Acknowledge
"|But I mean you kind of got to, you got to fake it 'til you feel it, right?|",Statement Opinion
"|I guess I just getting really hard to fake, you know.|",Statement Opinion
|I'm just saying that if I was looking to hire somebody in the--or kind of... No. No. No.|,Disagreement
"|Are you hiring? Wait, do you know of a job? Seriously, do you know, like do you know of anything though?  Like, oh please, do you know of anything?|",Question
|No.  I'm just saying though that if I was a person who was hiring somebody I-- --would not hire someone who was angry or upset.|,Statement Opinion
|Yeah.|,Backchannel
|I come across angry?|,Question
|No.|,Disagreement
|What?|,Question
"|Well, you know a little.  If you were to listen to--|",Disagreement
"|Okay.  You're my friend you can tell me stuff.  You can tell me honestly stuff, okay?  Please.|",Command
|I just don't want you to fly off the handle.|,Statement Opinion
"|Okay, I'm not flying off the handle I don't think I'm flying off the handle here at all.|",Disagreement
|You kind of have a short fuse.|,Statement Opinion
|I have a short fuse?|,Statement Opinion
|Yeah.|,Agreement
"|Okay. Okay no, no, no, no okay no, I need to hear this more. Come on, bring it.|",Command
"|Like this, right now we're trying have a conversation.|",Acknowledge
|We're trying to have a conversation and you seem extremely hostile. You keep cutting me off.|,Disagreement
"|Well, it's 'cause I can't get a job, okay?|",Statement Non Opinion
|I'm not always right I'm just--|,Acknowledge
|I can't finish the sentence with you without you jumping in...|,Disagreement
|...and you're always right.|,Disagreement
|fine okay.|,Agreement
|You have an excuse for everything.|,Disagreement
|[BREATHING]|,Others
|I'm just saying that maybe you should take in some information before you produce more of your own.|,Statement Opinion
|I'm like a sponge I'm like soaked up with all this information for like three years I'm just dying for a job to like put it in to.|,Statement Opinion
|[BREATHING]|,Others
|That's -.|,Acknowledge
"|You know, and like I don't think it's that much to ask. I know.|",Statement Opinion
"|Well, what kind of field are you looking to go into?|",Question
|That's it.|,Acknowledge
|Can I help you?|,Question
"|Yes, please help me.  Where is my bag?|",Question
|I need a little more information.|,Question
"|Where is my bag?  Come on, I've been here for four hours.|",Frustration
|What- What flight did you come in on?|,Question
"|Okay, I'm coming in from Atlanta.|",Statement Non Opinion
|Georgia?|,Question
"|Yes, Georgia.  Good for you I need my bag.  Can you...|",Command
"|There's no need for you to raise your voice, sir.|",Command
|I've been college educated.|,Statement Non Opinion
|I speak your language.|,Statement Non Opinion
|Are you insinuating that I don't have a college education and that- for some reason that makes you a better person than I am?|,Disagreement
"|Listen, shut your smug mouth, okay?  I don't need that.|",Command
|I'm just saying you don't need to talk to me like I-|,Anger
|I've been sitting here for four hours.|,Statement Non Opinion
|I'm not a child.|,Statement Opinion
|I've been here for sixteen.|,Statement Non Opinion
|You people have just been tossing me around like a used hanky.|,Disagreement
|I come here every single day.|,Statement Non Opinion
|You work here.|,Command
"|Details, Details.  Well, anyhow can I--|",Acknowledge
|so you flew in from Atlanta...|,Question
|My bag from Atlanta.|,Statement Non Opinion
|Four...Four hours ago.|,Others
|It's a little black bag with wheels.|,Statement Non Opinion
|Do you have any i-?|,Question
|That you wouldn't let me put in the overhead compartment.  You said I had to check it.|,Disagreement
|I wouldn't let you?   I was not in Atlanta. I was not in Atlanta.|,Disagreement
|It's a tiny little bag.|,Statement Non Opinion
|I had nothing to do with the boarding attendance.  I'm sorry that your seat was wherever it was.|,Apology
"|It was right in the middle of five different people.  I had a huge fat lady next me, a crying kid on left I went like can I please get a Bloody Mary, please? Will you bring a Bloody Mary?|",Command
"|I have some unfortunate news, uh, that your bag isn't going to be--|",Acknowledge
| --arriving any time soon.|,Question  
| --arriving any time soon.|,Impatient
"|Just had a really, really stressful day, okay?  And I need my bag; can you please help me get my bag?|",Command
|I'm really sorry to tell you this but...|,Apology
|Okay.|,Acknowledge
|It's not.  I can offer you fifty dollars and a reimbursement gift cards for our airline...|,Disagreement
|...and your future...|,Statement Non Opinion
"|I'm sorry, wait a minute.  Are you saying I'm not going to get my bag at all?|",Question
|No.|,Answer
|It's gone.|,Statement Non Opinion
|Yes.|,Agreement
|Where is it?  Where did it go?|,Question
|We've actually...|,Statement Non Opinion
|You mean did someone steal it? Do people steal bags?|,Skepticism
|They do as matter of fact.  We don't like to publicize it because|,Statement Non Opinion
|people wouldn't Fly our airline.|,Statement Opinion
|Probably people that work for your company huh?|,Question
|Do you know what was in that little bag that I could have just easily put in overhead compartment but no I had to check?|,Statement Opinion
|What was that?|,Question
|My computer which has all of my data which I'm collecting right now.|,Statement Non Opinion
|That's unfortunate.|,Acknowledge
|Yeah it's really unfortunate you know why because I'm going to get fired if I don't get that.  So I need to have that back.|,Statement Opinion
|That's too bad.|,Acknowledge
"|Fifty dollars is not going to cover me for my job, okay?|",Disagreement
|I wish I could give it to you.|,Statement Opinion
|Well you need to find it. Can I just go back there and look through the bags?  Can I just go back there and just go through maybe I'll find it.|,Question
|I wish I-|,Statement Opinion
|That's not - no.|,Disagreement
|No.|,Disagreement
|It'll be a lot more than what you're doing sitting here and just give me lip service.  I'd like to go back at least do some aggressive searching for my stuff.|,Command
|We have plenty of aggressive searching going on it's not there.  Someone's taken it.|,Frustration
"|Sure, yeah right you have plenty of aggressive searching going on, aggressive searching, drinking coffee and smoking cigarettes.|",Disagreement
|I know what you guys do when you're not working you're union people; you just sit around on your ass.|,Statement Opinion
|You know I don't need to take this sort of abuse.|,Disagreement
"|Well, I don't need to take this kind of abuse either.  I just was trying get back to Atlanta. I just got home, I just want to get my bag and get my stuff. And keep my job.|",Frustration
|That's fantastic.|,Agreement
|Then why don't you take your fifty dollars. Get yourself a taxi and go shopping tomorrow.|,Disagreement
|[BREATHING]|,Others
|Thank you very much.|,Acknowledge
|You okay?|,Question
"|Yeah, I'm just-- yeah|",Backchannel
"|Just kind of feel numb, you know.|",Statement Opinion
|What's happened?|,Question
|You didn't even hear?|,Question
|[BREATHING] Umm.|,Others
|God I've told this story so many times. Umm.|,Statement Opinion
|You don't have to if you don't want to.|,Statement Non Opinion
|I just...I just basically lost someone that was really close to me.|,Statement Non Opinion
"|And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...|",Statement Non Opinion
|I'm sorry to hear that.|,Acknowledge
"|He kind of didn't have anyone to take care of that for him, so--|",Statement Non Opinion
|You've been taking care of it all?|,Question
|Oh Jesus.|,Others
|It's just really...really messed up.|,Statement Opinion
|He sick for awhile?|,Question
|No.|,Disagreement
|Just like it.|,Agreement
|Was it an accident?|,Question
"|No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --|",Statement Non Opinion
|how was sick?|,Question
|What?|,Others
"|Well, I'm confused.  He was sick or it was an accident?|",Confused
"|He was sick. He got sick. He got sick but it happened really, really fast, you know.|",Statement Non Opinion
|Oh. Really fast? Oh.|,Backchannel
|It was kind of like boom... done|,Statement Non Opinion
|Yeah.|,Agreement
|It's just really weird because he was really young you know and it kind of like...|,Statement Opinion
|Yeah.|,Backchannel
| --it just kind of freaks you out.|,Statement Opinion
"|Totally, yeah.|",Agreement
|So weird you know that like one days it's like you know sounds so stupid but like one day someone's here. And like next day you know they're not here and it just kind of makes you like think about like life and mortality and like that kind of stuff.  You just like used to take for granted--you know.|,Statement Opinion
|Mmhmm.|,Backchannel
|Lock|,Statement Non Opinion
|Mmhmm.|,Backchannel
|The plans you make [GARBAGE].|,Disagreement
"|Exactly, you know, and like he had so many plans and he was going to do...|",Agreement
|It leaves a hole for you too.|,Statement Non Opinion
"|so many things, you know?|",Statement Non Opinion
"|It leaves a hole for you too, in your plans together.|",Statement Non Opinion
|What?|,Question
|Yeah.|,Backchannel
|It gets better.|,Statement Non Opinion
"|He was a really, really good guy.|",Statement Opinion
|Mmhmm.|,Backchannel
|A lot of people loved him.|,Statement Non Opinion
|MMhmm.|,Backchannel
"|You know, it's like affecting a lot of people it's not just me, you know?|",Statement Opinion
|Mmhmm.|,Backchannel
|How long did you know each other?|,Question
|Umm...|,Backchannel
|For like eight years.|,Statement Non Opinion
|That's a long time.|,Statement Non Opinion
|Yeah.|,Acknowledge
|It's good that you were there.|,Statement Opinion
"|Yeah, I'm glad I was there. Glad I- glad I got to be there.|",Acknowledge
"|So weird,|",Surprise
|Yeah.|,Acknowledge
"|like I can't...it's like you know it's like ""pinch me"" it's like I can't believe like I'm dealing with this, you know.|",Disbelief
|Are there things you wish you'd done differently?|,Question
|Check this out.  You know how I've told you I've been really into like softball recently?|,Statement Opinion
|Yeah.|,Backchannel
"|Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.|",Statement Non Opinion
|[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?|,Statement Opinion
|For softball.  They're going to pay me to go to school. Isn't that awesome?|,Question
"|Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.|",Statement Opinion
|Uh huh.|,Backchannel
|Pinch hitting softball.|,Statement Non Opinion
|That is incredible.|,Statement Opinion
|That's amazing. They pay for everything?|,Statement Opinion
"|I know. For softball, yeah.|",Acknowledge
"|Your housing, books, everything? That is incredible.|",Statement Opinion
"|Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?|",Statement Opinion
|That is incredible. Do you get like a per diem?|,Question
"|I don't know. I should ask. Yeah, I will.|",Acknowledge
|You should...You should look into that.|,Command
"|That is amazing, congratulations. Good for you.|",Acknowledge
|Thank you.|,Acknowledge
|But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.|,Statement Opinion
|Oh.|,Backchannel
"|Yeah, that you probably. You should see one of these Victorian houses around by.|",Command
|Where should I move?|,Question
"|That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.|",Agreement
|Oh. Venice beach.|,Acknowledge
"|Oh, you don't like that. You're west-sider?|",Question
"|Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.|",Statement Non Opinion
|Professional softball player Malibu. [LAUGHTER]|,Others
|From where? Huh? Well I'm from San Francisco.|,Question
|I don't know. Commuting from what Malibu that would be ridiculous.|,Statement Opinion
"|Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.|",Agreement
|Oh yeah. He'd drop you right off at practice?|,Agreement
|Do you--are you one of those like four a clock in the morning practices?  Is it--that's more like swimming and- --ballet and things like that.|,Question
|Yeah. I think it's in the afternoon 'cause I mean can't be too early 'cause then you can't see the ball.|,Statement Opinion
|They have those neon--softballs.  They're like day-glow you can see them anywhere.|,Statement Non Opinion
"|Yeah, but no. Well, they have a night games but you know there's more like night games they're not like morning games, you know. I guess it's kind of same thing.|",Disagreement
|I'm surprised you don't know that.|,Statement Opinion
|Oh. That is incredible. Is it--|,Statement Opinion
"|do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.|",Question
|No it's all boys. All boys' softball team.|,Statement Non Opinion
|They do it's--believe me it's huge.|,Statement Opinion
|Who do you play? Like do--are you like... nationally ranked?|,Question
|I just got into it. I just kind of fell into it. Literally I was walking around and...|,Statement Non Opinion
|That is unbelievable.|,Disagreement
|It's pretty wild.|,Statement Opinion
|I would put that right up there with--ping-pong.|,Statement Opinion
"|Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]|",Disagreement
|I mean not to denigrate what you are doing.  I think that's great.|,Agreement
|Oh you mean it's not really sport that what you're saying?|,Question
"|No, no.  I love softball. I played softball all the time.|",Statement Opinion
|It's totally a sport. What are you talking about?|,Disagreement
"|What, just 'cause I don't play regular baseball doesn't mean I'm like any less of like a sports guy.|",Disagreement
|I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.|,Statement Opinion
|For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?|,Statement Opinion
|But they got to like drive around in a bus--that would suck.|,Disagreement
|Oh really? With the whole team?|,Question
|Yeah we have like away games and stuff.|,Statement Non Opinion
|What are your teammates like? I'm sure you don't know yet? What kind of people play softball?|,Question
|They're nice.|,Statement Opinion
"|Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-|",Acknowledge
|Oh really?|,Question
|Cool. You don't seem like you'd fit in there.|,Statement Opinion
|That kind of...They're okay.  No I'm like- I'm kind of like the odd man out I'm like...|,Statement Opinion
"|Oh, cool.|",Backchannel
|But you know I'm like [GARBAGE].|,Statement Opinion
|You're like the rookie? The new kid.|,Question
|Yeah.|,Acknowledge
|Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER]|,Statement Opinion
|I'm going to have a mustache...On the force...|,Statement Non Opinion
|Pull over..|,Command
|What he's going to say?|,Question
|He saw it.|,Statement Non Opinion
|When?|,Question
|He was out here at four this morning.|,Statement Non Opinion
|How could he see it?  I was the first one up and he was still in bed.|,Question
|I was out here at four this morning I heard a crack and I looked out the window and he was standing right over there.|,Statement Non Opinion
|What was he doing here at four in the morning?|,Question
|I don't know.  But he went back in the kitchen and he cried.|,Statement Non Opinion
|Did you talk to him?|,Question
|No.  I figured I'd just let it wait.|,Statement Non Opinion
|Cried hard?|,Question
"|Yeah, I could hear him crying through the floorboards in my room.|",Acknowledge
|[BREATHING]|,Others
|What is he doing out here at that hour?|,Question
|I don't know.|,Answer
"|He's dreaming about him again, walking the streets.|",Statement Non Opinion
|I guess he is.|,Agreement
|It's getting to be just like after he died.  What is the meaning of that?|,Statement Opinion
|I don't know the meaning of it.  But I know we've made terrible mistake with father.|,Statement Opinion
|What?|,Question
"|I mean, these kinds of things, man they always come back at you.  And this is definitely coming back to us.|",Statement Opinion
|What do you mean a mistake?|,Disagreement
"|I just--why shouldn't he walk the nights waiting for him, huh?  Do we contradict him do we say we don't have any hope any more that he's not coming back?|",Statement Opinion
"|What do you want to do, argue with him?|",Question
"|I don't want to argue with him, it's just for God's sake it's time he realized that no one believes with him any more.|",Disagreement
|You can't say that to him.|,Command
|I got to.|,Statement Non Opinion
"|What, can you prove it?  What proof do you have?  Can you prove it?|",Question
"|For God's sake, three years?  Nobody comes back after three years. It's insane.|",Disagreement
"|To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?|",Disagreement
"|Okay, all right.  Mom, sit down.  I want to talk to you.|",Command
|The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--|,Statement Opinion
"|Yeah, okay all right, all right.  Listen, um, you know why I asked Annie here, right?|",Question
|Why?|,Question
|You know.|,Backchannel
"|Well, I've got an idea but what's the story?|",Question
|I'm going to ask her to marry me.|,Statement Non Opinion
"|Well, that's only your business, Chris.|",Disagreement
|You know it's not just my business.|,Statement Opinion
"|Well, what do you want me to do?  You're old enough known your own business.|",Frustration
|So it's okay then?  I'm just going to go ahead with it?|,Question
|You want to make sure that your father's not going to...|,Statement Non Opinion
"|See.  Then it's not just my business. Sometimes you infuriate me, you know that?  You know it's just your business too if I tell father and he throws a fit about it, huh?|",Disagreement
|I'm just saying.|,Statement Opinion
|I'm sorry.  I ignore what I've got to ignore. That girl is Larry's girl.|,Apology
|She is not Larry's girl.|,Statement Non Opinion
"|From father's point of view he is not dead and you have no right to take his girl.  I'm just saying that you can go on from there if you know where to go but I'm saying I don't know where to go.  See, I don't know.|",Disagreement
|I don't know why it is you know every time I reach out for something I have to pull back 'cause I'm afraid it's going to hurt somebody.  All my life...|,Statement Opinion
|You're a considerate fellow.  There's nothing wrong in that.|,Agreement
|To hell with that.|,Disagreement
|Did you ask Annie yet?|,Question
"|No, I wanted to get this all sorted out first.|",Disagreement
"|Well, how do you know she's going to marry you?  Maybe she feels same way your father does.|",Question
"|Well, if she does then that's the end of it.  However from her letters I think she's pretty much forgotten him.|",Statement Opinion
"|The trouble is you don't see enough women, you never did.|",Disagreement
|So what?  I'm just--I'm not fast with women.|,Statement Opinion
|I don't see why it has to be Annie.|,Disagreement
|Because it is.|,Statement Non Opinion
"|That's a good answer but it doesn't answer anything.  You haven't seen her since you went away to war, it's been five years.|",Disagreement
"|I don't know, it I think of her, I grew up next to her.  She is what I think of when I think of a wife.|",Statement Opinion
"|He thinks he's coming back, Chris.  You marry that girl you're pronouncing him dead.|",Disagreement
"|Do you know what that'll do to you, to your father, do you know?  I don't.|",Disagreement
|All right then.|,Acknowledge
|Give it some more thought.|,Command
|I've given it lots of thought.  And I keep coming back to the same thing.|,Statement Opinion
"|When I think of a family, when I think of my future I see Annie in the center of that and you know and if that can't happen here then I'll go somewhere else.|",Statement Opinion
|What the hell is this?|,Question
|I'll leave.  I'll get married and move somewhere else maybe New York.|,Statement Non Opinion
|Are you crazy?|,Disagreement
|I'll do it.|,Statement Non Opinion
|You have a business here.  I said what the hell is this?|,Disagreement
|Business?  The business doesn't inspire me.|,Statement Opinion
"|Oh, must you be inspired.|",Disagreement
"|Yes, yes I like it for one hour a day.  I don't care if I have to grub for money all day long when I come home I want it nice, I want a family, I want to kids and Annie is in the center of that.|",Statement Opinion
|If that can't happen here...|,Statement Opinion
|You mean to tell me you would leave the business for this.|,Question
"|Yes, on this I would.|",Agreement
"|Well, you don't want to think like that.|",Command
|Then help me stay here mom.|,Command
"|All right but you don't think like that because what the hell is this all for.  This is all for you, what are we working for Chris? The whole shooting match is for you.|",Disagreement
"|I know, I know.|",Acknowledge
|Then help me stay.|,Command
"|Well, you don't think like that.|",Disagreement
|I am thinking like that.|,Statement Opinion
"|I don't understand you, do I?|",Question
"|No, you don't.  I'm a pretty tough guy.|",Disagreement
"|Well, I can see that.|",Acknowledge
|Why did he invite her here?|,Question
"|Well, maybe he wanted see her.|",Statement Opinion
|It's been three and a half years.  Why all of a sudden?|,Question
"|Well uh, He grew up next door to the girl, why wouldn't he want to see her?|",Statement Opinion
|Don't look at me like that.  He didn't tell me anything he told you.|,Command
|He's not going to marry her.|,Statement Non Opinion
|How do you know he's even thinking about it?|,Question
|it's got that about it.|,Statement Non Opinion
|Oh so what?|,Disagreement
"|What is going on here, Joe?|",Question
"|Okay, now listen, kids...|",Command
|The girl is not Larry's.  If the girl is Larry's girl she's not his she know she's not.|,Statement Opinion
|Listen. Line. You can't read her mind.|,Command
|Then why is she still single?  New York is full of men probably a hundred people told her she is crazy but she is waited.|,Judgment
|And how do you know why she's waited.|,Question
|Because she knows what I know that's why.  She's faithful as a rock. in my darkest moments I think of her waiting and I know that I'm right.|,Statement Opinion
"|Okay, look it's a beautiful day.  Why are we arguing?|",Statement Opinion
"|Nobody in this house dares take away her faith Joe.  Her- strangers might but not her father, not her brother.|",Statement Opinion
|What do you want me to do?  What do you want?|,Question
"|I want you to---act like he is coming back.  Don't think I haven't noticed you, both of you since Chris invited her here.  I won't stand for any nonsense.|",Command
|Kate...|,Others
|Because if he's not coming back then I'll kill myself.|,Statement Non Opinion
|[BREATHING]|,Others
"|Oh, laugh at me, laugh all you like but why does this happen to very night she comes back?  She goes to sleep in his room and his memorial breaks in pieces.  Look at it, Joe look.|",Statement Opinion
"|All right, calm yourself.|",Command
"|Believe with me Joe, you got to believe. Only last week a boy came back missing longer then Larry you read it yourself.|",Command
"|Okay, calm yourself. Alright.|",Command
|calm yourself.|,Command
|You above all have got to believe. Just don't stop believing.|,Command
|What does that mean? Me above all? What does that mean?|,Question
|Look at you. You're shaking.|,Statement Non Opinion
|I can't help it.|,Statement Non Opinion
"|What the hell do you want from me, Kate?|",Question
|The only one I know still love his parents.|,Statement Opinion
"|Yeah, that kind of went out of style didn't it?|",Statement Opinion
|Oh it's not bad thing it's good thing.|,Statement Opinion
"|You know it's nice here, the air is sweet.|",Statement Opinion
|You're not sorry you came?|,Question
"|Not sorry, no.  I can't stay here.|",Disagreement
|Why not?|,Question
|For one thing your mother as much as told me to go.|,Statement Opinion
|Well.|,Backchannel
|[BREATHING] And then you've been kind of...|,Others
|What?|,Question
|You've been kind of embarrassed ever since I got here.|,Statement Opinion
"|I was kind of planning on sneaking up on you, you know over like a course of a week or so. They just take for granted that we're already set.|",Statement Opinion
"|I knew they would, your mother anyway.|",Statement Opinion
|You did?|,Question
|From her point of view why else would I come?|,Question
|Yeah--|,Backchannel
"|So then would you want to?  I mean I guess, you kind of have to know, maybe that's why I asked you to come.|",Question
|Well I guess that's why I came.|,Statement Non Opinion
"|Ann, I love you.  I love you.|",Statement Opinion
|I love you a great deal.|,Statement Opinion
|I'm sorry I don't really have much of an imagination.|,Apology
"|Chris,|",Others
"|I'm sorry I'm embarrassing you, aren't I?  See, I didn't want to do it here I didn't on this porch, with this ring--I didn't want to win you away from anything.|",Apology
"|I've been ready a long, long time.|",Statement Opinion
|So then he's gone.  You sure?|,Question
|I almost got married two years ago.|,Statement Non Opinion
|Why didn't you?|,Question
|You started to write me.|,Statement Non Opinion
|You felt something that far back?|,Question
|Everyday since.|,Others
|why didn't you let me know?|,Question
"|Because I was waiting for you, Chris.  Till then you never wrote me and then when you did, well, you sure can be ambiguous you know.|",Statement Opinion
"|Oh Annie, why don't you go ahead and give me a kiss, come on just a...|",Command  
"|Oh Annie, why don't you go ahead and give me a kiss, come on just a...|",Playful
|I kissed you.  I kissed Annie.|,Statement Non Opinion
|I'll never forgive you for waiting so long.  All I did was sit around and wonder if I was crazy for thinking about you.|,Disagreement
|I kissed you.|,Statement Non Opinion
"|Like Larry's brother.  Do what like you, Chris.|",Command
"|Chris, what's the matter?|",Question
|Do you want to go somewhere?  Let's go.|,Command
"|No, what is it?  Is your mother?|",Question
"|No, no, it's nothing like that.|",Disagreement
"|Well, then what?  You know, even in your letter you seem kind of ashamed.|",Disagreement
|I don't know it's--it's complicated. But it's going from me now.|,Confusion
|You got to tell me.|,Command
|I don't know.|,Answer
|It's kind of all mixed up with all these other things.|,Statement Opinion
|Wouldn't work like this.|,Disagreement
|you know over seas I was in command of the company?|,Statement Non Opinion
"|Yeah, sure.|",Agreement
|Well I lost them.|,Statement Non Opinion
|How many?|,Question
|Pretty much all.|,Agreement
|[BREATHING]. Geez.|,Others
"|Takes awhile to toss something like that off.  I mean they weren't just men, you know.|",Statement Opinion
"|For instance, there was this one time when this kid--it had been raining for like several days and he gave me his last pair of dry socks.|",Statement Non Opinion
|He just put it in my pocket that's the kind of guys I had.|,Statement Non Opinion
"|They didn't die they killed themselves for each other and I mean that exactly, you know a little more selfish and they'll all be here today...|",Statement Opinion
"|And I had this idea as I was watching them go down like everything was being destroyed, you know.  But I felt like this one new thing was being made, you know it's kind of like this.  This monument...|",Statement Opinion
"|You know, that they were bringing something on to this earth, a kind of sacrifice you know.|",Statement Opinion
"|I thought I would change everything you know, and I got back here and it was- it was like nothing had changed at all...|",Statement Opinion
|You know.  I went to work with dad and I started that whole rat race again...|,Statement Opinion
|And no one had changed it was just like sort of random bus accident to them.|,Statement Opinion
|Driving my new car and I felt guilty you know opening my bank book seeing a new refrigerator.|,Statement Opinion
|Cause you can take those things out of a war.  But you have to realize that those things came out of the love that a man can have for another man...|,Statement Opinion
|And if you can't see that then it's just loot and there's blood all over it.|,Disagreement
|I felt ashamed and I didn't want any part of it.  I guess I included you too.|,Statement Opinion
|Do you still feel that way?|,Question
|I want you to know Annie.|,Statement Non Opinion
"|Cause you mustn't feel that way.  Everything you have, you have a right to...|",Command
|Everything Chris do you understand that?  To me too...|,Question
|And your money there's nothing wrong in your money.  Your father put hundreds of planes into the air.  You should be proud of that a man should be paid for that.|,Statement Opinion
|Annie...|,Acknowledge
|I'm going to make a fortune for you.|,Statement Non Opinion
|What would I do with a fortune?|,Question
"|What time is it?  God, this is great, isn't it?  I can't believe it.|",Statement Opinion
"|Of course I did want to a little further up the coast you know get away from all the lights and people and everything.  Is it midnight, do they always start at midnight?  Is that what it is midnight?  How you doing, huh? You okay?  That's good.|",Concern
|I'm fine.|,Statement Non Opinion
"|Look, there what's that, what's that?  Is it--|",Question
"|No, I think that's just foam.|",Statement Opinion
