Text, DeepSeek-v3
7,anger
8,disgust
1,neutral
2,surprised
3,joy
4,sadness
5,neutral
6,anger
7,neutral
"|1. - Chandler - Okay, ten blocks down. Five to go. 2.- Monica - . Oh wait! Stop! Stop! Stop! 3.- Chandler - . Oh I'm sorry! Do you need a break? 4.- Monica - . My boots in tan! Hey! Can you get a little closer so I can see the price? 5.- Chandler - . I can see it from right here. It'll cost you one husband. 6.- Monica - . Okay, I'm sorry. I think I can walk the rest of the way now. Just-just give me my boots.|","[[""neutral"", 1], [""surprised"", 2], [""neutral"", 3], [""joy"", 4], [""neutral"", 5], [""sadness"", 6]]"
"|1. - Phoebe - Come on more! 2.- Monica - . Oh God! 3.- Phoebe - . Yeah, you like that don't you? 4.- Monica - . Oh yeah right there! 5.- Phoebe - . You want it there? You take it there baby! 6.- Monica - . Uh Phoebe? 7.- Phoebe - . Yeah, say my name. Say it! And now I'm going to cover you back up, and umm we're never doing this again.|","[""joy"", ""surprised"", ""joy"", ""joy"", ""joy"", ""neutral"", ""disgust""]"
1,anger
2,anger
3,neutral
4,anger
5,sadness
6,sadness
7,sadness
8,joy
9,neutral
"|1. - Monica - What?! What are you doing?! 2.- Chandler - . Do you know what just happened? 3.- Monica - . Yeah. We-we had sex and then we fell asleep. 4.- Chandler - . No. We were in the middle of sex...and 5.- Monica - . Nooo! No, that's not true. No, best time ever! Yeah, you rocked my world!|","[""surprised"", ""neutral"", ""neutral"", ""neutral"", ""joy""]"
1,neutral
2,neutral
3,surprised
4,fear
5,surprised
6,disgust
7,joy
1,neutral
2,neutral
3,sadness
4,disgust
5,anger
6,sadness
7,neutral
1,neutral
2,neutral
3,surprised
4,neutral
5,joy
6,neutral
7,sadness
"|1. - Rachel - I can't believe you don't want to know. 2.- Rachel - . I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows.... 3.- Monica - . And Monica knows... 4.- Ross - . Wha, heh, how could you know, I don't even know! 5.- Monica - . Carol called me to thank me for the lasagna, I asked, she told me. 6.- Joey - . So what's it gonna be? 7.- Ross - . Wait--oh--hey--huh, oh great now he knows, and I don't know! 8.- Monica - . I'm sorry, I'm just excited about being an aunt! 9.- Joey - . Or an uncle... 10.- Chandler - . Hey Phoebe! 11.- Ross - . Hi Pheebs! 12.- Rachel - . Pheebs! 13.- Phoebe - . Fine! 14.- Monica - . Phoebe, what's the matter? 15.- Phoebe - . Nothing, I'm sorry, I'm just, I'm out of sorts. 16.- Rachel - . Oh, right, that's me! 17.- Joey - . Hey, Chandler, that table place closes at 7, come on. 18.- Chandler - . Fine. 19.- Monica - . Phoebe, what is it? 20.- Phoebe - . All right, you know Paolo? 21.- Ross - . I'm familiar with his work, yes... 22.- Phoebe - . Well, he made a move on me. 23.- Joey - . Whoa, store will be open tomorrow! 24.- Chandler - . More coffee over here, please!|","[""surprised"", ""neutral"", ""neutral"", ""surprised"", ""neutral"", ""neutral"", ""anger"", ""joy"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""sadness"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""disgust"", ""surprised"", ""neutral""]"
1,neutral
2,surprised
3,sadness
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,disgust
11,neutral
12,anger
13,neutral
14,fear
15,neutral
16,fear
17,neutral
"|1. - Monica - Light still out? 2.- Rachel - . Yeah. 3.- Monica - . Oh. Maybe they're- napping. 4.- Rachel - . Oh please, they're having sex. 5.- Monica and Phoebe - . Shut up! 6.- Rachel - . So, whaddya think George is like? 7.- Monica - . I think he's shy. 8.- Phoebe - . Yeah? 9.- Monica - . Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.|","[""neutral"", ""neutral"", ""neutral"", ""disgust"", ""surprised"", ""neutral"", ""neutral"", ""neutral"", ""joy""]"
1,joy
2,neutral
3,neutral
4,neutral
5,neutral
6,fear
7,fear
8,neutral
9,disgust
10,neutral
11,neutral
12,fear
13,anger
14,fear
15,anger
16,fear
17,anger
18,fear
19,neutral
20,disgust
21,sadness
1,anger
2,neutral
3,surprised
4,joy
5,joy
6,disgust
7,neutral
8,neutral
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,sadness
1,anger
2,disgust
3,neutral
4,anger
5,anger
6,neutral
7,surprised
8,neutral
9,neutral
10,neutral
1,sadness
2,surprised
3,fear
4,surprised
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,anger
12,anger
13,anger
14,neutral
15,surprised
16,neutral
17,sadness
18,sadness
19,neutral
20,neutral
21,neutral
22,neutral
23,surprised
24,sadness
1,surprised
2,neutral
3,disgust
4,sadness
5,neutral
6,fear
7,sadness
8,neutral
9,neutral
10,neutral
11,sadness
12,sadness
13,sadness
14,neutral
15,anger
16,joy
1,neutral
2,neutral
3,neutral
4,sadness
5,surprised
6,joy
7,neutral
8,anger
9,anger
10,anger
11,anger
12,anger
13,neutral
14,joy
15,surprised
16,neutral
1,neutral
2,neutral
3,sadness
4,neutral
5,joy
6,joy
7,neutral
8,fear
9,neutral
10,fear
"|1. - Phoebe - Cassie, are you finding everything okay in there? 2.- Cassie - . Yeah! Thank you so much for letting me stay here. 3.- Phoebe - . Oh! No problem! I 4.- Cassie - . What?|","[""neutral"", ""joy"", ""surprised"", ""surprised""]"
"|1. - Hoshi - You are iron. 2.- Hoshi - . You are steel! 3.- Hoshi - . Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half? 4.- Pete - . I told you, we're adding new operators all the time. Could we concentrate on my training?|","[""neutral"", ""neutral"", ""anger"", ""neutral""]"
"|1. - Rachel - I mean why, of all people would you want to go out with Chip?! 2.- Monica - . Look, you and I went to different high schools... 3.- Rachel - . Okay, that doesn't help me, because we went to the same high school. 4.- Monica - . You went to one where you were popular, and you got to ride off Chip's motorcycle, and wear his letterman jacket. 5.- Monica - . I went to one where I wore a band uniform they had to have specially made. 6.- Rachel - . They had to have that specially made?! 7.- Monica - . It was a project for one of the Home Ec classes. 8.- Rachel - . Oh my God, they told us that was for the mascot! 9.- Monica - . Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he's-he's called me up and asked me out. 10.- Monica - . And the fat girl inside of me really wants to go. 11.- Monica - . I-I owe her this. 12.- Monica - . I never let her eat. 13.- Rachel - . Oh, you go out with him. 14.- Monica - . Oh, really?! 15.- Rachel - . Yeah. Just, if it's possible, could you leave him somewhere and go have sex with another guy? 16.- Monica - . I'll try.|","[""surprised"", ""neutral"", ""confused"", ""neutral"", ""sadness"", ""surprised"", ""neutral"", ""surprised"", ""joy"", ""sadness"", ""sadness"", ""sadness"", ""neutral"", ""surprised"", ""disgust"", ""joy""]"
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
1,anger
2,sadness
3,neutral
4,neutral
5,joy
6,surprised
7,neutral
8,neutral
9,neutral
10,disgust
1,neutral
2,neutral
3,disgust
4,neutral
5,joy
6,neutral
7,sadness
"|1. - Monica - Oh, god help us. 2.- Joey - . What? 3.- Monica - . Ugly Naked Guy's laying kitchen tile. Eww! 4.- Joey - . Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me. 5.- Joey - . I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?|","[""sadness"", ""surprised"", ""disgust"", ""neutral"", ""sadness""]"
1,joy
2,neutral
3,neutral
4,neutral
5,sadness
6,joy
7,neutral
8,neutral
9,joy
10,joy
11,joy
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,disgust
18,neutral
19,neutral
20,joy
1,neutral
2,anger
3,surprised
4,surprised
5,joy
6,neutral
7,fear
8,fear
9,fear
"|1. - Rachel - Sit! 2.- Joshua - . Hi. 3.- Rachel - . Oh my gosh, Joshua!|","[""anger"", ""neutral"", ""surprised""]"
1,sadness
2,surprised
3,neutral
4,neutral
5,neutral
6,joy
7,joy
8,neutral
9,neutral
1,anger
2,sadness
3,neutral
4,sadness
5,neutral
6,sadness
7,surprised
8,neutral
9,neutral
10,sadness
11,neutral
12,neutral
13,neutral
14,neutral
1,neutral
2,neutral
3,neutral
4,neutral
5,neutral
6,anger
7,neutral
8,neutral
9,neutral
10,anger
11,neutral
12,neutral
13,sadness
14,joy
15,sadness
16,neutral
17,neutral
18,joy
19,sadness
"|1. - Rachel - I'm not crazy, right? I mean, it was never like that. 2.- Barry - . Nooo, it wasn't. 3.- Rachel - . Ooh, and it's so nice having this little sink here...|","[""sadness"", ""neutral"", ""joy""]"
1,neutral
2,neutral
3,surprised
4,joy
5,joy
6,sadness
7,neutral
8,neutral
9,anger
"|1. - Joey - Hi uh, I'm Joey Tribbiani and with all do respect I'd like to donate some fluids. 2.- Receptionist - . We're actually at the end of one of our research cycles, so we're not looking for applicants right now. 3.- Joey - . Oh that's too bad. I've kinda been saving up. Uh, are you sure there's no studies I can participate in? 4.- Receptionist - . Well, here's a schedule of what's coming up. 5.- Joey - . Thanks. Well but this one starts now. 6.- Receptionist - . Oh that one is available now, but only identical twins are eligible. It's a twins study. 7.- Joey - . But it's $2,000. 8.- Receptionist - . Sorry. 9.- Joey - . Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists. 10.- Receptionist - . We already got the results back on that on, and they're not good.|","[[""neutral"",1],[""neutral"",2],[""sadness"",3],[""neutral"",4],[""neutral"",5],[""neutral"",6],[""surprised"",7],[""neutral"",8],[""joy"",9],[""disgust"",10]]"
1,joy
2,neutral
3,joy
4,neutral
5,joy
6,neutral
7,surprised
8,neutral
9,joy
10,neutral
11,fear
"|1. - Monica - You know, it still smells like monkey in there. 2.- Julie - . That saves us a conversation. 3.- Chandler - . Well, listen, this has been great but I'm officially wiped. 4.- Joey - . Me too, we should get goin'. 5.- Stephanie - . No.|","[""disgust"", ""joy"", ""neutral"", ""neutral"", ""sadness""]"
1,neutral
2,neutral
3,disgust
4,neutral
5,neutral
6,neutral
7,neutral
8,anger
9,joy
10,joy
11,surprised
12,neutral
13,neutral
14,neutral
15,joy
16,neutral
17,neutral
18,fear
19,neutral
20,fear
21,disgust
"|1. - Rachel - Why aren't you home yet?! 2.- Monica - . Is someone there? 3.- Rachel - . Oh yes, it's me! Sorry! 4.- Chandler - . What are you doing here? 5.- Rachel - . Uh, I'm just, I'm just looking out your window. At-at the view. What are you guys doing? 6.- Chandler - . We got some 7.- Rachel - . Oh, he brought her back to his apartment. 8.- Monica - . Who? Is that your sister? 9.- Rachel - . Ugh, she 10.- Monica - . God, Ross is on a date with your sister! How weird is that?! 11.- Rachel - . Oh my God, look-look he's taking off her clothes! 12.- Chandler - . He's taking off her coat! 13.- Rachel - . Oh, this is just terrible.|","[""anger"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""disgust"", ""surprised"", ""surprised"", ""neutral"", ""sadness""]"
1,surprised
2,joy
3,anger
4,surprised
5,anger
1,neutral
2,neutral
3,sadness
4,neutral
5,fear
6,neutral
7,surprised
1,neutral
2,neutral
3,neutral
4,surprised
5,neutral
6,joy
7,neutral
8,anger
1,joy
2,neutral
3,joy
4,surprised
5,fear
6,neutral
7,anger
8,sadness
1,fear
2,neutral
3,neutral
4,surprised
5,neutral
6,neutral
7,neutral
8,surprised
1,joy
2,joy
3,joy
4,joy
5,joy
6,joy
7,neutral
8,joy
1,sadness
2,disgust
3,neutral
4,surprised
5,neutral
6,disgust
7,neutral
8,disgust
9,neutral
10,disgust
11,neutral
12,anger
13,joy
14,anger
15,fear
16,anger
17,neutral
18,surprised
19,neutral
1,joy
2,joy
3,neutral
4,joy
5,surprised
6,neutral
7,neutral
8,joy
9,fear
10,joy
11,joy
12,surprised
"|1. - Monica - Would you ever be a surrogate for anyone? 2.- Rachel - . It depends on who asked. 3.- Monica - . What if I asked? 4.- Rachel - . Oh, Mon, sure. 5.- Monica - . Really? 6.- Rachel - . Yes. You're not asking are you? 7.- Monica - . No. 8.- Rachel - . Yes! Totally! 9.- Kathy - . Oh! Thank you! Thank you! Thank you! Yes! Thank you!|","[neutral, neutral, neutral, joy, surprised, fear, neutral, joy, joy]"
1,surprised
2,surprised
3,neutral
4,joy
5,neutral
6,neutral
7,fear
8,neutral
9,neutral
10,neutral
11,surprised
1,fear
2,joy
3,sadness
4,neutral
5,joy
1,surprised
2,joy
3,sadness
1,anger
2,neutral
3,neutral
4,neutral
5,sadness
6,anger
7,neutral
8,neutral
9,surprised
10,surprised
11,fear
12,neutral
1,fear
2,neutral
3,neutral
4,surprised
"|1. - Monica - You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go? 2.- Ross - . Oh fine. 3.- Monica - . Ready? Wrestle! 4.- Rachel - . Okay, y'know what uh, actually, that's great. That helps a lot. Thanks.|","[""anger"", ""neutral"", ""anger"", ""joy""]"
"|1. - Joey - All right now remember, something this big and long is going to be difficult to manuver, fortunately I have a lot of experience in that area. 2.- Ross - . Can we please focus here, a naked man's life hangs in the balance! 3.- Phoebe - . I'm telling you he's dead. What we are about to have here is a dead fat guy on a stick. 4.- Joey - . All right, ladies and gentlemen, let's poke. 5.- Joey - . Steady. 6.- Joey - . Steady. 7.- Joey - . Okay, a little higher. 8.- Joey - . Careful of the angle. 9.- Joey - . Okay, okay, we're approaching the window Thread the needle. 10.- Joey - . Thread the needle. 11.- Phoebe - . He's alive! He's a-live!!! 12.- Monica - . And yet, we're still poking him. 13.- Joey - . Okay, retract the device, retract the device. 14.- Ross - . He does not look happy. 15.- Rachel - . Hey-hey, now he's showing us his poking device. 16.- Joey - . Hey, that's never gonna make it all the way over here, buddy!|","[""neutral"", ""fear"", ""disgust"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""joy"", ""neutral"", ""neutral"", ""sadness"", ""surprised"", ""neutral""]"
1,neutral
2,disgust
3,fear
4,surprised
5,anger
6,fear
7,anger
8,fear
9,anger
10,fear
11,anger
12,fear
13,anger
14,neutral
15,neutral
16,neutral
17,fear
18,anger
19,anger
"|1. - Phoebe - Pat Sajak? 2.- Rachel - . Yep! 3.- Phoebe - . Alex Trebek? 4.- Rachel - . Oh, of course! 5.- Phoebe - . Chuck Woolery? 6.- Rachel - . Definitely! Phoebe, you will not find a single game show host, who's ass I cannot kick. 7.- Rachel - . Say it! 8.- Phoebe - . Say we are unagi! 9.- Ross - . It's not something you are! It's something you have! 10.- Rachel - . Say it! 11.- Ross - . Y'know what? I can easily get out of this, but there is a chance you can get very, very hurt!|","[[""surprised""], [""joy""], [""surprised""], [""joy""], [""surprised""], [""joy""], [""anger""], [""joy""], [""anger""], [""anger""], [""anger""]]"
1,neutral
2,neutral
3,surprised
4,neutral
5,surprised
6,surprised
7,neutral
8,surprised
9,neutral
10,surprised
11,neutral
12,surprised
13,neutral
14,joy
15,fear
16,sadness
17,joy
18,joy
19,disgust
20,fear
"|1. - Julie - And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb. 2.- Rachel - . Mrs., Mrs. Gobb? 3.- Julie - . No Cobb, as in cobb salad. 4.- Rachel - . Now, what exactly is in a cobb salad?|","[""neutral"", ""surprised"", ""neutral"", ""neutral""]"
1,fear
2,neutral
3,surprised
4,neutral
5,neutral
6,neutral
7,neutral
8,joy
9,neutral
10,neutral
11,disgust
"|1. - Joey - Okay, some tricks of the trade. 2.- Joey - . Now, I've never been able to cry as an actor, so if I'm in a scene where I have to cry, I cut a hole in my pocket, take a pair of tweezers, and just start pulling. 3.- Joey - . Or ah, or, let's say I wanna convey that I've just done something evil. 4.- Joey - . That would be the basic 'I have a fishhook in my eyebrow and I like it' Okay, let's say I've just gotten bad news, well all I do there is try and divide 232 by 13. 5.- Joey - . And that's how it's done. 6.- Joey - . Great soap opera acting tonight everybody, class dismissed. 7.- Student - . Hey, Mr. Trib. 8.- Joey - . Hey-hey.|","[""neutral"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""joy"", ""neutral"", ""neutral""]"
"|1. - Phoebe - Then I'm gonna have to ask you to keep it down. 2.- Mr. Heckles - . Who are you? 3.- Eric - . Hi, I'm Eric, I'm gonna be Chandler's new roommate. 4.- Mr. Heckles - . I'm Chandler's new roommate. 5.- Eric - . I-I-I don't think so. 6.- Mr. Heckles - . I could be Chandler's new roommate. 7.- Eric - . But, he told me over the phone. 8.- Mr. Heckles - . He told me in person. 9.- Eric - . That's weird. 10.- Mr. Heckles - . Well, I'm going to go into my new apartment now. Ehh!|","[[""anger"", 1], [""disgust"", 2], [""joy"", 3], [""neutral"", 4], [""fear"", 5], [""neutral"", 6], [""sadness"", 7], [""neutral"", 8], [""surprised"", 9], [""joy"", 10]]"
1,surprised
2,neutral
3,neutral
4,joy
5,neutral
6,joy
7,neutral
8,neutral
9,joy
10,neutral
11,neutral
12,joy
13,fear
14,neutral
15,neutral
16,neutral
1,joy
2,neutral
3,joy
4,neutral
5,neutral
6,neutral
7,surprised
8,neutral
9,anger
10,anger
1,sadness
2,anger
3,neutral
4,joy
5,neutral
6,joy
7,neutral
8,surprised
9,neutral
10,surprised
11,fear
12,surprised
13,fear
1,neutral
2,joy
3,joy
4,surprised
5,neutral
6,surprised
7,joy
1,anger
2,neutral
3,neutral
4,neutral
5,fear
6,disgust
7,neutral
"|1. - Earl - Philadelphia. 2.- Phoebe - . Oh my God! So was she! Oh, I've got-I've got goose bumps. 3.- Earl - . Really? 4.- Phoebe - . Well, y'know I'm wearing layers and it's warm. 5.- Joey - . Yeah. 6.- Phoebe - . But if--no look, okay. These jerks might not care about you, but the universe does! And that says a lot! 7.- Earl - . Did you hear that?! 8.- Earl - . I don't need you guys to care about me! 9.- Earl - . Because the universe cares! 10.- Earl - . The whole universe! 11.- Earl - . I really wished they'd care just a little bit though.|","[[""neutral""], [""surprised""], [""neutral""], [""neutral""], [""neutral""], [""joy""], [""surprised""], [""anger""], [""joy""], [""joy""], [""sadness""]]"
1,joy
2,joy
3,surprised
4,neutral
5,joy
6,sadness
7,neutral
8,neutral
9,sadness
10,fear
11,neutral
12,fear
13,neutral
14,neutral
15,neutral
16,anger
17,neutral
18,neutral
"|1. - Chandler - Well, I-I-I'm done with this. You want anything Ross? Sports? International? Apartment listings? 2.- Ross - . I'll take sports. 3.- Joey - . Mine! 4.- Ross - . All right. Uhh, international.|","[""neutral"", ""neutral"", ""joy"", ""neutral""]"
1,fear
2,joy
3,neutral
4,surprised
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,neutral
11,neutral
12,neutral
13,anger
14,anger
1,neutral
2,neutral
3,joy
4,surprised
5,disgust
6,sadness
7,fear
8,sadness
9,fear
10,fear
11,anger
1,surprised
2,fear
3,fear
4,sadness
5,neutral
6,sadness
7,sadness
8,sadness
9,joy
10,neutral
11,joy
"|1. - Monica - That kid really kicked me hard on the plane. 2.- Chandler - . Well you did pull his hair. 3.- Monica - . He took my snack! 4.- Chandler - . I'm not getting into this again! 5.- Monica - . Okay! Oh God, y'know what? It's really bad. 6.- Chandler - . Well, I told you not to walk. Here. There. Okay. 7.- Monica - . This doesn't mean anything, does it?|","[""anger"", ""neutral"", ""anger"", ""anger"", ""sadness"", ""neutral"", ""fear""]"
1,joy
2,neutral
3,surprised
4,joy
5,neutral
6,anger
7,fear
8,fear
9,fear
10,neutral
11,fear
12,fear
13,neutral
14,neutral
15,neutral
16,fear
17,anger
18,sadness
19,joy
20,anger
21,anger
22,anger
1,joy
2,neutral
3,surprised
4,neutral
5,neutral
6,sadness
7,joy
8,sadness
9,anger
10,fear
11,joy
12,neutral
1,anger
2,anger
3,anger
4,neutral
5,neutral
1,surprised
2,neutral
3,anger
4,neutral
5,anger
6,neutral
7,joy
8,joy
9,neutral
10,anger
11,anger
12,neutral
13,neutral
14,neutral
15,surprised
16,neutral
17,neutral
18,neutral
|1. - Helena - Hello darlings. 2.- Chandler - . And there's daddy!|,"[""neutral"", ""surprised""]"
"|1. - Phoebe - There he is! There he is! 2.- Monica - . Where? 3.- Phoebe - . Right- where we've been looking all night! 4.- Rachel - . He is so cute! 5.- Monica - . Oh, George, baby, drop the towel! 6.- All - . Yeah, drop it! Drop the towel! Please drop the----wowww.|","[[""surprised"", ""neutral"", ""sadness"", ""joy"", ""joy"", ""surprised""]]"
1,joy
2,joy
3,joy
4,joy
5,surprised
6,neutral
1,neutral
2,neutral
3,neutral
4,joy
5,neutral
6,neutral
7,neutral
8,surprised
9,neutral
10,disgust
11,neutral
12,neutral
13,neutral
14,neutral
1,neutral
2,joy
3,surprised
4,surprised
5,neutral
6,anger
7,neutral
8,neutral
9,neutral
10,joy
11,neutral
12,neutral
13,neutral
14,neutral
1,neutral
2,anger
3,neutral
4,joy
5,joy
6,surprised
7,fear
8,sadness
9,neutral
1,neutral
2,surprised
3,joy
4,disgust
5,neutral
6,surprised
7,neutral
8,neutral
9,neutral
10,joy
11,neutral
12,anger
1,disgust
2,fear
3,anger
4,joy
5,neutral
6,surprised
7,surprised
8,joy
9,neutral
10,neutral
11,neutral
12,sadness
13,joy
14,joy
15,sadness
16,neutral
1,surprised
2,neutral
3,neutral
4,joy
5,joy
6,fear
7,joy
8,joy
9,fear
10,neutral
1,joy
2,joy
3,surprised
4,neutral
5,joy
6,surprised
7,disgust
8,sadness
1,neutral
2,neutral
3,neutral
4,neutral
5,surprised
6,neutral
7,neutral
8,sadness
9,neutral
10,neutral
11,neutral
12,neutral
13,neutral
14,sadness
15,neutral
1,joy
2,fear
3,neutral
4,neutral
5,surprised
6,anger
7,anger
8,anger
9,anger
10,anger
"|1. - Ross - That's the day you're gonna die? See--darnit, I've got shuffleboard that day. 2.- Phoebe - . That's what you think. 3.- Monica - . Well, I mean what about friends of your grandmother's? Wouldn't they have the recipe? 4.- Phoebe - . Well, y'know I may have relatives in France who would know. My grandmother said she got the recipe from her grandmother, Nesele Tolouse. 5.- Monica - . What was her name? 6.- Phoebe - . Nestley Toulouse. 7.- Monica - . Nestl̩ Toll House? 8.- Phoebe - . Oh, you Americans always butcher the French language. 9.- Phoebe - . Yes!! Oh. 10.- Monica - . I cannot believe that I just spent the last two days trying to figure out the recipe and it was in my cupboard the whole time! 11.- Phoebe - . I know! You see it is stuff like this which is why you're burning in hell!!|","[""anger"", ""surprised"", ""neutral"", ""neutral"", ""neutral"", ""neutral"", ""surprised"", ""disgust"", ""joy"", ""anger"", ""joy""]"
1,neutral
2,joy
3,joy
4,surprised
5,sadness
6,neutral
7,sadness
8,sadness
9,joy
10,neutral
11,sadness
12,neutral
13,neutral
14,joy
15,joy
16,joy
17,joy
18,joy
19,joy
20,sadness
21,neutral
1,neutral
2,neutral
3,disgust
4,anger
5,disgust
6,anger
7,neutral
8,neutral
9,anger
10,anger
11,anger
12,anger
13,anger
14,sadness
15,neutral
16,neutral
17,neutral
18,neutral
19,anger
20,neutral
21,neutral
22,anger
23,surprised
"|1. - Joey - Awww! Mel Torme died. 2.- Monica - . Joey, that paper's like a year old! 3.- Joey - . Aw! Does that mean the 4.- Ross - . Hey. 5.- Joey - . Hey.|","[""sadness"", ""neutral"", ""sadness"", ""neutral"", ""neutral""]"
1,fear
2,neutral
3,disgust
4,disgust
5,neutral
6,neutral
7,fear
8,anger
9,anger
10,neutral
11,joy
|1. - Janice - Yoo-hoo! Aaron Litman-Neurolic would like to say hello to his future bride. 2.- Rachel - . Ohhh! Wow! He kinda takes your breath away doesn't he?|,"[[""joy"", ""surprised""], [""surprised"", ""joy""]]"
1,joy
2,neutral
3,joy
4,neutral
5,fear
6,anger
7,sadness
8,anger
9,disgust
"|1. - Rachel - All this stuff takes up a lot of room. Hey how uh, how serious are you about keeping Ben in your life? 2.- Phoebe - . And Tim I just wanna say, good luck here.|","[""neutral"", ""neutral""]"
1,neutral
2,neutral
3,disgust
4,joy
5,anger
6,sadness
7,joy
8,neutral
1,neutral
2,neutral
3,surprised
4,disgust
5,sadness
6,sadness
7,joy
8,neutral
9,neutral
10,neutral
11,surprised
12,joy
13,joy
14,joy
15,neutral
1,disgust
2,fear
3,anger
4,anger
5,joy
6,neutral
7,neutral
8,joy
9,joy
10,neutral
11,joy
12,neutral
13,neutral
14,joy
15,neutral
16,neutral
17,neutral
18,joy
19,neutral
1,surprised
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,anger
11,neutral
12,neutral
13,surprised
14,neutral
15,sadness
16,neutral
17,neutral
18,neutral
19,neutral
20,neutral
21,neutral
1,neutral
2,joy
3,joy
4,joy
5,anger
6,neutral
7,neutral
8,fear
9,neutral
10,neutral
11,neutral
12,neutral
13,joy
14,surprised
"|1. - Joey - Oh! 2.- Joey - . Hey, somebody left their keys. 3.- Joey - . Ooohh, to a Porsche! 4.- Joey - . Hey Gunther, these yours? 5.- Gunther - . Yeah, that's what I drive. I make four bucks an hour, I saved up for 350 years! 6.- Joey - . Na-uh! Hey did anybody lose their keys? 7.- Monica - . Joey, why don't you put them in the lost and found? 8.- Joey - . There's a lost and found? My shoe! 9.- Chandler - . You left a shoe here?! 10.- Joey - . Well, I didn't realize until I got home. 11.- Joey - . I wasn't gonna walk all the way back down here with one shoe! 12.- Joey - . I'm gonna go find that guy's car and leave a note on the windshield. 13.- Chandler - . Oh good, when he comes back for his keys, I'll be sure to give him your shoe. 14.- Joey - . Great! Thanks.|","[[""surprised""], [""neutral""], [""surprised""], [""neutral""], [""anger""], [""neutral""], [""neutral""], [""surprised""], [""surprised""], [""neutral""], [""neutral""], [""neutral""], [""neutral""], [""joy""]]"
1,neutral
2,anger
3,joy
4,joy
5,joy
6,neutral
7,joy
8,joy
9,joy
10,neutral
11,surprised
12,neutral
13,neutral
14,neutral
15,neutral
16,neutral
17,surprised
18,neutral
1,joy
2,neutral
3,neutral
4,neutral
5,neutral
6,neutral
7,joy
8,neutral
9,neutral
10,surprised
11,neutral
12,neutral
13,neutral
14,neutral
15,neutral
1,joy
2,surprised
3,neutral
4,surprised
5,anger
6,anger
7,disgust
8,disgust
9,disgust
10,anger
11,neutral
12,anger
13,sadness
14,neutral
15,neutral
16,disgust
17,neutral
18,neutral
19,sadness
1,neutral
2,neutral
3,surprised
4,joy
5,joy
6,joy
7,neutral
8,neutral
9,neutral
10,sadness
1,anger
2,neutral
3,joy
4,sadness
5,neutral
6,anger
7,anger
8,surprised
9,fear
"|1. - Monica - Look at that! Look at that! They're going into the first class lounge! Do you know what they have in there? 2.- Chandler - . No. 3.- Monica - . Me neither! We have to get in! 4.- Chandler - . Just act like you belong. 5.- Monica - . Oh my God! Oranges! 6.- Chandler - . Shh! Nice to see you again. 7.- Airline Employee - . Uh sir, may I see your tickets please? 8.- Chandler - . Yes, of course. 9.- Airline Employee - . I'm sorry, would you move your thumb? I can't see the seat number. 10.- Chandler - . Oh that's all right, I have it memorized. It's 1A.|","[surprised, neutral, joy, neutral, joy, fear, neutral, neutral, neutral, neutral]"
1,joy
2,neutral
3,sadness
4,joy
5,joy
6,disgust
7,neutral
1,anger
2,neutral
3,anger
4,neutral
5,neutral
6,disgust
7,anger
8,neutral
9,anger
10,neutral
11,neutral
12,neutral
1,neutral
2,joy
3,joy
4,sadness
5,sadness
6,neutral
7,fear
8,sadness
9,joy
10,neutral
11,neutral
12,joy
13,anger
1,neutral
2,joy
3,neutral
4,neutral
5,neutral
6,neutral
7,neutral
8,neutral
9,neutral
10,joy
11,surprised
1,neutral
2,joy
3,surprised
4,surprised
5,disgust
6,neutral
7,neutral
8,neutral
9,joy
10,disgust
11,fear
12,disgust
13,neutral
14,neutral
15,disgust
16,joy
17,anger
"|1. - Rachel - Chandler, you have an assistant right? 2.- Chandler - . Did she call? You-you told her I was sick right? Always tell her I am sick!|","[""neutral"", ""fear""]"
